Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,-0.0855,0.133,-0.0783,0.1691,310,
Sharpe,level,1,-0.0345,0.5449,-0.0493,0.386,311,
Sortino,delta,1,0.0381,0.4667,-0.0329,0.5293,367,
CAGR%,delta,1,0.0422,0.4202,-0.0313,0.5504,367,
Calmar,delta,1,0.0568,0.3439,-0.0304,0.6127,280,
AvgDailyRet%,delta,1,-0.005,0.9242,-0.0281,0.5916,367,
CAGR%,level,1,-0.0121,0.8164,-0.0259,0.6201,368,
Calmar,level,1,-0.0373,0.5338,-0.0198,0.7414,281,
Sortino,level,1,-0.032,0.54,-0.0179,0.7326,368,
AvgDailyRet%,level,1,-0.0292,0.5772,-0.0089,0.8655,368,
Sharpe,level,3,-0.0318,0.5772,-0.0867,0.1284,309,
CAGR%,level,3,-0.0497,0.3427,-0.0581,0.2676,366,
Sortino,level,3,-0.0766,0.1437,-0.0445,0.3956,366,
AvgDailyRet%,level,3,-0.054,0.3025,-0.0295,0.5744,366,
CAGR%,delta,3,-0.0297,0.5711,0.0288,0.5832,365,
AvgDailyRet%,delta,3,-0.0477,0.3632,0.0268,0.6101,365,
Calmar,level,3,-0.1032,0.0854,-0.0226,0.7068,279,
Sortino,delta,3,-0.0088,0.8674,0.021,0.689,365,
Sharpe,delta,3,-0.0646,0.2583,0.0111,0.8459,308,
Calmar,delta,3,-0.0653,0.2781,-0.0037,0.9512,278,
AvgDailyRet%,delta,5,0.0073,0.89,0.0711,0.1767,363,
Sortino,delta,5,-0.0117,0.8237,0.0629,0.2323,363,
CAGR%,delta,5,-0.0032,0.9509,0.0579,0.2714,363,
Calmar,level,5,-0.049,0.4164,0.0488,0.4187,277,
Sharpe,delta,5,-0.0231,0.6867,0.0481,0.4021,306,
Sharpe,level,5,-0.024,0.6754,-0.0324,0.5717,307,
Calmar,delta,5,-0.0184,0.7612,0.0301,0.6188,276,
CAGR%,level,5,-0.0184,0.7261,-0.0256,0.6264,364,
AvgDailyRet%,level,5,-0.0438,0.4049,0.0126,0.8112,364,
Sortino,level,5,-0.0792,0.1315,-0.0042,0.9363,364,
