Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0727,0.3097,-0.1054,0.1406,197,
Sharpe,level,1,-0.1002,0.1084,-0.087,0.1638,258,
AvgDailyRet%,level,1,-0.0615,0.2269,-0.0624,0.2199,388,
CAGR%,level,1,-0.0843,0.0973,-0.0616,0.2262,388,
Calmar,delta,1,0.0028,0.9686,-0.0482,0.5021,196,
Sharpe,delta,1,-0.0048,0.9384,-0.0452,0.4703,257,
CAGR%,delta,1,0.0652,0.2006,-0.0275,0.5901,387,
AvgDailyRet%,delta,1,0.0234,0.6465,-0.0261,0.6085,387,
Sortino,delta,1,-0.0134,0.7927,-0.0181,0.7225,387,
Sortino,level,1,-0.0308,0.5455,-0.0095,0.852,388,
Sharpe,level,3,-0.1726,0.0056,-0.1897,0.0023,256,yes
Calmar,level,3,-0.1217,0.0884,-0.1342,0.0601,197,
Calmar,delta,3,0.0027,0.9698,-0.1014,0.1574,196,
CAGR%,level,3,-0.2065,0.0,-0.1004,0.0486,386,yes
AvgDailyRet%,level,3,-0.1111,0.0291,-0.092,0.0709,386,
Sharpe,delta,3,-0.0431,0.4935,-0.0402,0.5223,255,
CAGR%,delta,3,-0.0442,0.3868,-0.0401,0.4332,385,
Sortino,level,3,-0.0352,0.4905,-0.0344,0.5001,386,
AvgDailyRet%,delta,3,-0.0334,0.5131,-0.029,0.5709,385,
Sortino,delta,3,-0.0628,0.2188,-0.0128,0.803,385,
Sharpe,level,5,-0.1773,0.0046,-0.1879,0.0026,254,yes
CAGR%,delta,5,-0.0591,0.2486,-0.0669,0.1915,383,
Calmar,level,5,-0.1976,0.0054,-0.0568,0.4281,197,
CAGR%,level,5,-0.1613,0.0015,-0.0557,0.2763,384,
Calmar,delta,5,0.0562,0.4339,-0.0508,0.4798,196,
Sharpe,delta,5,-0.0588,0.352,-0.0494,0.4336,253,
AvgDailyRet%,level,5,-0.107,0.0362,-0.0493,0.3356,384,
AvgDailyRet%,delta,5,-0.0188,0.7135,-0.0434,0.3973,383,
Sortino,delta,5,-0.0209,0.6836,-0.0181,0.7244,383,
Sortino,level,5,-0.02,0.6954,-0.0123,0.8098,384,
