Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.1606,0.002,-0.108,0.0383,368,yes
Calmar,level,1,-0.0082,0.8769,-0.1065,0.0425,363,yes
CAGR%,level,1,-0.0512,0.3273,-0.1062,0.0418,368,yes
AvgDailyRet%,level,1,-0.1364,0.0088,-0.0996,0.0562,368,
Sortino,level,1,0.0108,0.8367,-0.0634,0.2249,368,
Calmar,delta,1,0.0625,0.2354,0.0331,0.5298,362,
Sharpe,delta,1,0.0004,0.9945,0.0321,0.5404,367,
CAGR%,delta,1,0.0221,0.6726,0.0198,0.705,367,
Sortino,delta,1,0.0605,0.2477,0.0119,0.8209,367,
AvgDailyRet%,delta,1,0.0116,0.8254,0.0059,0.9109,367,
Sharpe,level,3,-0.3012,0.0,-0.2184,0.0,366,yes
Calmar,level,3,-0.0722,0.171,-0.2172,0.0,361,yes
CAGR%,level,3,-0.0928,0.0761,-0.2015,0.0001,366,yes
AvgDailyRet%,level,3,-0.2521,0.0,-0.1854,0.0004,366,yes
Sortino,level,3,-0.0384,0.4643,-0.1503,0.004,366,yes
AvgDailyRet%,delta,3,-0.0311,0.5534,-0.0251,0.632,365,
CAGR%,delta,3,-0.0155,0.7683,-0.0237,0.6516,365,
Sharpe,delta,3,-0.0392,0.455,-0.0174,0.7404,365,
Sortino,delta,3,0.0447,0.395,0.0069,0.895,365,
Calmar,delta,3,0.0199,0.7062,-0.0003,0.9951,360,
Calmar,level,5,-0.1004,0.0575,-0.3062,0.0,359,yes
Sharpe,level,5,-0.3947,0.0,-0.2971,0.0,364,yes
CAGR%,level,5,-0.1089,0.0378,-0.2716,0.0,364,yes
AvgDailyRet%,level,5,-0.3299,0.0,-0.2606,0.0,364,yes
Sortino,level,5,-0.0636,0.2259,-0.2176,0.0,364,yes
CAGR%,delta,5,-0.0128,0.8073,-0.0218,0.6789,363,
AvgDailyRet%,delta,5,-0.0111,0.8329,-0.0199,0.7057,363,
Sortino,delta,5,0.0312,0.5541,-0.0163,0.7563,363,
Sharpe,delta,5,-0.0174,0.7411,-0.0122,0.8171,363,
Calmar,delta,5,0.0158,0.7662,0.0025,0.962,358,
