Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0766,0.2217,-0.0558,0.3741,256,
Sortino,delta,1,0.0611,0.2366,-0.038,0.4616,377,
CAGR%,delta,1,-0.0491,0.3415,0.0363,0.482,377,
AvgDailyRet%,level,1,-0.0011,0.9828,-0.0356,0.4895,378,
CAGR%,level,1,-0.0694,0.1781,-0.0346,0.5026,378,
Sharpe,level,1,-0.0242,0.6823,-0.0232,0.6954,288,
AvgDailyRet%,delta,1,0.0992,0.0542,-0.0149,0.7723,377,
Calmar,delta,1,-0.0499,0.4276,0.0148,0.8144,255,
Sharpe,delta,1,0.0448,0.4498,-0.0132,0.8237,287,
Sortino,level,1,0.0235,0.6484,-0.0017,0.9735,378,
Calmar,level,3,-0.0577,0.3598,-0.0923,0.1425,254,
CAGR%,level,3,-0.0471,0.3628,-0.0608,0.2398,376,
Sharpe,level,3,-0.0728,0.2196,-0.0544,0.3591,286,
AvgDailyRet%,level,3,-0.046,0.374,-0.0367,0.4783,376,
CAGR%,delta,3,-0.0041,0.937,0.0366,0.4802,375,
Calmar,delta,3,-0.0046,0.9425,0.0227,0.7189,253,
Sortino,level,3,-0.0011,0.9825,0.0214,0.6787,376,
Sharpe,delta,3,0.0037,0.9505,0.0068,0.9089,285,
AvgDailyRet%,delta,3,0.0417,0.4206,0.0035,0.9463,375,
Sortino,delta,3,0.0553,0.2852,0.0021,0.9677,375,
Sortino,level,5,-0.026,0.6165,0.0641,0.2161,374,
Calmar,delta,5,0.0007,0.9917,0.0537,0.3966,251,
CAGR%,delta,5,0.0011,0.9829,0.0502,0.3331,373,
Calmar,level,5,-0.0836,0.1858,-0.049,0.4386,252,
Sharpe,delta,5,0.0228,0.7025,0.0433,0.4682,283,
AvgDailyRet%,delta,5,0.0662,0.2019,0.0364,0.483,373,
Sortino,delta,5,0.0784,0.1307,0.0263,0.6127,373,
Sharpe,level,5,-0.0758,0.2027,-0.0166,0.7804,284,
AvgDailyRet%,level,5,-0.057,0.2714,0.0163,0.7527,374,
CAGR%,level,5,-0.0718,0.1659,-0.0049,0.9253,374,
