Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.1279,0.0141,-0.121,0.0202,368,yes
CAGR%,level,1,-0.0278,0.5947,-0.1194,0.022,368,yes
Calmar,level,1,-0.0424,0.4172,-0.1193,0.0221,368,yes
AvgDailyRet%,level,1,-0.1191,0.0223,-0.1121,0.0316,368,yes
Sortino,level,1,-0.0136,0.7947,-0.0685,0.1895,368,
Sortino,delta,1,-0.0176,0.7371,-0.0345,0.5101,367,
CAGR%,delta,1,-0.0069,0.8947,-0.0324,0.5359,367,
AvgDailyRet%,delta,1,0.009,0.8632,-0.0322,0.5383,367,
Sharpe,delta,1,0.0431,0.4102,-0.0304,0.561,367,
Calmar,delta,1,-0.0109,0.8348,-0.0082,0.8761,367,
Calmar,level,3,-0.0719,0.1699,-0.1887,0.0003,366,yes
Sharpe,level,3,-0.2436,0.0,-0.1796,0.0006,366,yes
CAGR%,level,3,-0.0598,0.2538,-0.1768,0.0007,366,yes
AvgDailyRet%,level,3,-0.2139,0.0,-0.1717,0.001,366,yes
Sortino,level,3,-0.0321,0.5404,-0.1247,0.017,366,yes
CAGR%,delta,3,0.0318,0.5446,-0.0301,0.5661,365,
AvgDailyRet%,delta,3,-0.0073,0.8899,-0.017,0.7463,365,
Sharpe,delta,3,0.0038,0.9417,-0.0155,0.7677,365,
Sortino,delta,3,0.0174,0.7407,-0.0064,0.9028,365,
Calmar,delta,3,0.0183,0.7282,0.0063,0.9045,365,
Calmar,level,5,-0.1159,0.0271,-0.2611,0.0,364,yes
Sharpe,level,5,-0.3197,0.0,-0.2394,0.0,364,yes
CAGR%,level,5,-0.1061,0.0431,-0.239,0.0,364,yes
AvgDailyRet%,level,5,-0.2818,0.0,-0.2362,0.0,364,yes
Sortino,level,5,-0.051,0.3315,-0.1768,0.0007,364,yes
Calmar,delta,5,0.0118,0.8223,0.0164,0.7551,363,
Sortino,delta,5,0.0028,0.9569,0.0101,0.8483,363,
CAGR%,delta,5,0.02,0.7041,-0.008,0.8794,363,
Sharpe,delta,5,-0.0097,0.8543,-0.0046,0.9304,363,
AvgDailyRet%,delta,5,0.0045,0.9326,0.0006,0.9913,363,
