Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,-0.103,0.1508,0.0981,0.1712,196,
Calmar,level,1,-0.0864,0.2275,0.0569,0.4274,197,
Sortino,delta,1,-0.0072,0.8884,0.0551,0.2799,387,
Sharpe,level,1,-0.0419,0.5099,-0.0282,0.657,250,
CAGR%,level,1,-0.0116,0.8201,0.0229,0.6524,388,
Sortino,level,1,0.0209,0.6811,0.0224,0.6603,388,
AvgDailyRet%,level,1,-0.0361,0.4788,0.0162,0.75,388,
CAGR%,delta,1,0.0045,0.9292,0.0136,0.7897,387,
Sharpe,delta,1,-0.0609,0.3388,-0.0126,0.8436,249,
AvgDailyRet%,delta,1,-0.108,0.0336,-0.0002,0.9963,387,
Sharpe,delta,3,-0.0898,0.1594,-0.1309,0.0398,247,yes
AvgDailyRet%,delta,3,-0.0653,0.2012,-0.0793,0.1203,385,
CAGR%,delta,3,0.0007,0.9887,-0.0604,0.2374,385,
Calmar,level,3,-0.0482,0.5008,0.0405,0.572,197,
Sharpe,level,3,-0.0213,0.7389,-0.0308,0.6298,248,
Sortino,delta,3,0.0631,0.2166,0.0209,0.6821,385,
Calmar,delta,3,-0.0305,0.6714,0.0169,0.8141,196,
AvgDailyRet%,level,3,-0.0194,0.7045,-0.0144,0.7773,386,
Sortino,level,3,0.013,0.7998,-0.0019,0.9697,386,
CAGR%,level,3,-0.0247,0.6288,-0.0004,0.9938,386,
Sharpe,delta,5,-0.0684,0.286,-0.0883,0.1683,245,
AvgDailyRet%,delta,5,-0.0702,0.1701,-0.0711,0.1648,383,
Calmar,level,5,-0.0768,0.2836,0.0465,0.5168,197,
Sortino,level,5,-0.0166,0.7459,0.0401,0.433,384,
CAGR%,delta,5,0.0015,0.9772,-0.0301,0.5567,383,
AvgDailyRet%,level,5,0.0094,0.8546,0.0301,0.5563,384,
Sharpe,level,5,0.0023,0.9716,-0.0197,0.7585,246,
CAGR%,level,5,-0.0332,0.5161,0.0188,0.7138,384,
Calmar,delta,5,-0.0377,0.5997,-0.0043,0.9525,196,
Sortino,delta,5,0.0235,0.647,0.0006,0.991,383,
