EARLY_FILL_Y,EARLY_KILL_Y,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.07,0.001,1.2,1.593,240.45,-54.839,4.385,1.9032,False
0.07,0.001,1.3,1.6317,267.28,-54.809,4.877,1.7861,False
0.07,0.001,1.4,1.7041,315.3,-55.358,5.696,1.65,False
0.07,0.001,1.5,1.7471,352.07,-58.017,6.068,1.5851,False
0.07,0.001,1.6,1.7768,381.45,-60.123,6.344,1.5157,False
0.07,0.001,1.7,1.8354,436.88,-59.519,7.34,1.4099,False
0.07,0.001,1.8,1.9896,597.86,-52.774,11.329,1.2281,False
0.07,0.001,1.9,2.0801,725.8,-51.015,14.227,1.1457,False
0.07,0.001,2.0,2.15,852.56,-50.599,16.849,1.0912,False
0.07,0.001,2.5,2.15,852.56,-50.599,16.849,1.0912,False
0.07,0.001,3.0,2.15,852.56,-50.599,16.849,1.0912,False
0.07,0.0015,1.2,1.593,240.45,-54.839,4.385,1.9032,False
0.07,0.0015,1.3,1.6317,267.28,-54.809,4.877,1.7861,False
0.07,0.0015,1.4,1.7041,315.3,-55.358,5.696,1.65,False
0.07,0.0015,1.5,1.7471,352.07,-58.017,6.068,1.5851,False
0.07,0.0015,1.6,1.7768,381.45,-60.123,6.344,1.5157,False
0.07,0.0015,1.7,1.8354,436.88,-59.519,7.34,1.4099,False
0.07,0.0015,1.8,1.9896,597.86,-52.774,11.329,1.2281,False
0.07,0.0015,1.9,2.0801,725.8,-51.015,14.227,1.1457,False
0.07,0.0015,2.0,2.15,852.56,-50.599,16.849,1.0912,False
0.07,0.0015,2.5,2.15,852.56,-50.599,16.849,1.0912,False
0.07,0.0015,3.0,2.15,852.56,-50.599,16.849,1.0912,False
0.07,0.003,1.2,1.593,240.45,-54.839,4.385,1.9032,False
0.07,0.003,1.3,1.6317,267.28,-54.809,4.877,1.7861,False
0.07,0.003,1.4,1.7041,315.3,-55.358,5.696,1.65,False
0.07,0.003,1.5,1.7471,352.07,-58.017,6.068,1.5851,False
0.07,0.003,1.6,1.7768,381.45,-60.123,6.344,1.5157,False
0.07,0.003,1.7,1.8354,436.88,-59.519,7.34,1.4099,False
0.07,0.003,1.8,1.9896,597.86,-52.774,11.329,1.2281,False
0.07,0.003,1.9,2.0801,725.8,-51.015,14.227,1.1457,False
0.07,0.003,2.0,2.15,852.56,-50.599,16.849,1.0912,False
0.07,0.003,2.5,2.15,852.56,-50.599,16.849,1.0912,False
0.07,0.003,3.0,2.15,852.56,-50.599,16.849,1.0912,False
0.08,0.001,1.2,2.0044,504.7,-52.402,9.631,1.4842,False
0.08,0.001,1.3,2.0252,550.49,-54.593,10.083,1.4196,False
0.08,0.001,1.4,2.042,596.51,-56.745,10.512,1.3688,False
0.08,0.001,1.5,2.0762,660.31,-58.917,11.207,1.3084,False
0.08,0.001,1.6,2.1261,752.42,-61.032,12.328,1.2429,False
0.08,0.001,1.7,2.1585,826.69,-62.675,13.19,1.1898,False
0.08,0.001,1.8,2.187,904.09,-63.575,14.221,1.1443,False
0.08,0.001,1.9,2.1875,929.3,-64.865,14.327,1.1079,False
0.08,0.001,2.0,2.2439,1060.92,-62.338,17.019,1.0317,False
0.08,0.001,2.5,2.2439,1060.92,-62.338,17.019,1.0317,False
0.08,0.001,3.0,2.2439,1060.92,-62.338,17.019,1.0317,False
0.08,0.0015,1.2,2.0044,504.7,-52.402,9.631,1.4842,False
0.08,0.0015,1.3,2.0252,550.49,-54.593,10.083,1.4196,False
0.08,0.0015,1.4,2.042,596.51,-56.745,10.512,1.3688,False
0.08,0.0015,1.5,2.0762,660.31,-58.917,11.207,1.3084,False
0.08,0.0015,1.6,2.1261,752.42,-61.032,12.328,1.2429,False
0.08,0.0015,1.7,2.1585,826.69,-62.675,13.19,1.1898,False
0.08,0.0015,1.8,2.187,904.09,-63.575,14.221,1.1443,False
0.08,0.0015,1.9,2.1875,929.3,-64.865,14.327,1.1079,False
0.08,0.0015,2.0,2.2439,1060.92,-62.338,17.019,1.0317,False
0.08,0.0015,2.5,2.2439,1060.92,-62.338,17.019,1.0317,False
0.08,0.0015,3.0,2.2439,1060.92,-62.338,17.019,1.0317,False
0.08,0.003,1.2,2.0044,504.7,-52.402,9.631,1.4842,False
0.08,0.003,1.3,2.0252,550.49,-54.593,10.083,1.4196,False
0.08,0.003,1.4,2.042,596.51,-56.745,10.512,1.3688,False
0.08,0.003,1.5,2.0762,660.31,-58.917,11.207,1.3084,False
0.08,0.003,1.6,2.1261,752.42,-61.032,12.328,1.2429,False
0.08,0.003,1.7,2.1585,826.69,-62.675,13.19,1.1898,False
0.08,0.003,1.8,2.187,904.09,-63.575,14.221,1.1443,False
0.08,0.003,1.9,2.1875,929.3,-64.865,14.327,1.1079,False
0.08,0.003,2.0,2.2439,1060.92,-62.338,17.019,1.0317,False
0.08,0.003,2.5,2.2439,1060.92,-62.338,17.019,1.0317,False
0.08,0.003,3.0,2.2439,1060.92,-62.338,17.019,1.0317,False
0.09,0.001,1.2,2.2201,749.73,-51.274,14.622,1.2707,False
0.09,0.001,1.3,2.2737,876.33,-53.407,16.408,1.2116,False
0.09,0.001,1.4,2.2924,963.75,-55.527,17.356,1.1752,False
0.09,0.001,1.5,2.3145,1052.81,-57.3,18.374,1.1401,False
0.09,0.001,1.6,2.3428,1164.78,-58.218,20.007,1.0973,False
0.09,0.001,1.7,2.377,1297.92,-57.84,22.44,1.0451,False
0.09,0.001,1.8,2.4696,1595.06,-52.181,30.568,0.948,False
0.09,0.001,1.9,2.5284,1855.45,-50.923,36.436,0.9005,False
0.09,0.001,2.0,2.5995,2195.7,-51.806,42.383,0.8453,False
0.09,0.001,2.5,2.5995,2195.7,-51.806,42.383,0.8453,False
0.09,0.001,3.0,2.5995,2195.7,-51.806,42.383,0.8453,False
0.09,0.0015,1.2,2.2201,749.73,-51.274,14.622,1.2707,False
0.09,0.0015,1.3,2.2737,876.33,-53.407,16.408,1.2116,False
0.09,0.0015,1.4,2.2924,963.75,-55.527,17.356,1.1752,False
0.09,0.0015,1.5,2.3145,1052.81,-57.3,18.374,1.1401,False
0.09,0.0015,1.6,2.3428,1164.78,-58.218,20.007,1.0973,False
0.09,0.0015,1.7,2.377,1297.92,-57.84,22.44,1.0451,False
0.09,0.0015,1.8,2.4696,1595.06,-52.181,30.568,0.948,False
0.09,0.0015,1.9,2.5284,1855.45,-50.923,36.436,0.9005,False
0.09,0.0015,2.0,2.5995,2195.7,-51.806,42.383,0.8453,False
0.09,0.0015,2.5,2.5995,2195.7,-51.806,42.383,0.8453,False
0.09,0.0015,3.0,2.5995,2195.7,-51.806,42.383,0.8453,False
0.09,0.003,1.2,2.2201,749.73,-51.274,14.622,1.2707,False
0.09,0.003,1.3,2.2737,876.33,-53.407,16.408,1.2116,False
0.09,0.003,1.4,2.2924,963.75,-55.527,17.356,1.1752,False
0.09,0.003,1.5,2.3145,1052.81,-57.3,18.374,1.1401,False
0.09,0.003,1.6,2.3428,1164.78,-58.218,20.007,1.0973,False
0.09,0.003,1.7,2.377,1297.92,-57.84,22.44,1.0451,False
0.09,0.003,1.8,2.4696,1595.06,-52.181,30.568,0.948,False
0.09,0.003,1.9,2.5284,1855.45,-50.923,36.436,0.9005,False
0.09,0.003,2.0,2.5995,2195.7,-51.806,42.383,0.8453,True
0.09,0.003,2.5,2.5995,2195.7,-51.806,42.383,0.8453,False
0.09,0.003,3.0,2.5995,2195.7,-51.806,42.383,0.8453,False
0.1,0.001,1.2,1.9544,535.11,-55.224,9.69,1.1791,False
0.1,0.001,1.3,1.9549,564.55,-58.259,9.69,1.1672,False
0.1,0.001,1.4,1.934,566.93,-61.447,9.226,1.1664,False
0.1,0.001,1.5,1.9046,554.65,-64.521,8.596,1.1673,False
0.1,0.001,1.6,1.8741,534.66,-67.463,7.925,1.1689,False
0.1,0.001,1.7,1.8529,521.5,-70.243,7.424,1.1648,False
0.1,0.001,1.8,1.838,512.42,-72.827,7.036,1.1596,False
0.1,0.001,1.9,1.8359,515.49,-74.613,6.909,1.1414,False
0.1,0.001,2.0,1.8746,572.49,-75.632,7.569,1.1128,False
0.1,0.001,2.5,1.8746,572.49,-75.632,7.569,1.1128,False
0.1,0.001,3.0,1.8746,572.49,-75.632,7.569,1.1128,False
0.1,0.0015,1.2,1.9544,535.11,-55.224,9.69,1.1791,False
0.1,0.0015,1.3,1.9549,564.55,-58.259,9.69,1.1672,False
0.1,0.0015,1.4,1.934,566.93,-61.447,9.226,1.1664,False
0.1,0.0015,1.5,1.9046,554.65,-64.521,8.596,1.1673,False
0.1,0.0015,1.6,1.8741,534.66,-67.463,7.925,1.1689,False
0.1,0.0015,1.7,1.8529,521.5,-70.243,7.424,1.1648,False
