Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,-0.0168,0.7453,-0.0775,0.1329,377,
Calmar,level,1,-0.0067,0.9182,-0.0629,0.3341,238,
CAGR%,level,1,0.0231,0.6545,-0.0616,0.2325,378,
AvgDailyRet%,level,1,-0.0581,0.2596,-0.0608,0.238,378,
Sortino,level,1,-0.0777,0.1313,-0.0536,0.2986,378,
Sharpe,level,1,-0.114,0.0524,-0.0307,0.6026,290,
CAGR%,delta,1,0.035,0.4983,0.0224,0.6643,377,
Calmar,delta,1,0.0075,0.9083,0.0162,0.8045,237,
AvgDailyRet%,delta,1,-0.124,0.016,-0.014,0.7866,377,
Sharpe,delta,1,-0.0976,0.0977,-0.0061,0.9176,289,
Sharpe,level,3,-0.1336,0.0234,-0.1106,0.061,288,
Calmar,level,3,-0.0274,0.6756,-0.0695,0.2878,236,
AvgDailyRet%,level,3,-0.0352,0.4956,-0.06,0.2458,376,
Sortino,level,3,-0.125,0.0153,-0.0508,0.3257,376,
CAGR%,level,3,-0.0089,0.8628,-0.0503,0.3312,376,
AvgDailyRet%,delta,3,-0.0761,0.1415,0.0212,0.6824,375,
Sortino,delta,3,-0.0249,0.6312,0.0209,0.6867,375,
CAGR%,delta,3,0.0351,0.4975,0.02,0.6998,375,
Calmar,delta,3,0.0031,0.9622,0.0151,0.8175,235,
Sharpe,delta,3,-0.0635,0.2835,0.0072,0.903,287,
Sharpe,level,5,-0.1525,0.0098,-0.1885,0.0014,286,yes
Calmar,level,5,-0.0435,0.5082,-0.0864,0.188,234,
AvgDailyRet%,level,5,-0.0323,0.5332,-0.0811,0.1176,374,
Sortino,level,5,-0.1494,0.0038,-0.0641,0.216,374,
CAGR%,level,5,-0.0361,0.487,-0.0638,0.2186,374,
Sortino,delta,5,-0.0261,0.6157,-0.026,0.6169,373,
Sharpe,delta,5,-0.0452,0.4476,-0.0201,0.7353,285,
CAGR%,delta,5,0.0283,0.586,-0.0185,0.7213,373,
Calmar,delta,5,0.0027,0.9668,-0.0154,0.8151,233,
AvgDailyRet%,delta,5,-0.0463,0.3725,-0.0095,0.8545,373,
