blocks_removed,removed_returns,sharpe,cagr_pct,maxdd_pct,delta_sharpe,delta_cagr_pct
0,,3.5342,6349.46,-39.421,0.0,0.0
1,+232.1%,2.9266,2044.95,-41.726,-0.6076,-4304.52
2,"+232.1%, +103.1%",2.5053,1019.91,-41.726,-1.0289,-5329.55
3,"+232.1%, +103.1%, +82.8%",2.127,544.04,-41.726,-1.4071,-5805.42
