EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,3.5376,4595.06,-35.241,-15.453,130.39,0.7077,False
360,0.08,3.6321,7458.77,-33.11,-15.272,225.273,0.5484,False
360,0.09,3.7015,10143.65,-32.784,-15.272,309.412,0.6093,False
360,0.1,3.3383,7475.14,-38.777,-28.888,192.774,0.6358,False
360,0.15,3.1848,10250.08,-46.512,-30.544,220.374,0.5793,False
360,0.175,3.1987,11921.48,-45.409,-30.544,262.533,0.5732,False
360,0.2,3.1633,11256.7,-45.809,-30.544,245.729,0.5729,False
360,0.225,3.0908,15445.45,-46.719,-30.544,330.6,0.5167,False
360,0.25,2.984,15862.3,-47.765,-30.544,332.088,0.531,False
360,0.3,2.8688,23439.46,-48.124,-30.544,487.068,0.5088,False
540,0.07,3.5868,4227.79,-35.241,-15.453,119.968,0.6948,False
540,0.08,3.8011,5959.78,-33.11,-15.272,180.0,0.5573,False
540,0.09,3.8695,8033.51,-32.784,-15.272,245.047,0.5768,False
540,0.1,3.5883,9296.51,-32.574,-15.272,285.397,0.4512,False
540,0.15,3.188,10338.0,-46.422,-30.544,222.697,0.577,False
540,0.175,3.2177,12684.12,-45.306,-30.544,279.968,0.5603,False
540,0.2,3.226,13289.66,-42.137,-28.888,315.395,0.5375,False
540,0.225,3.1903,20166.71,-41.561,-25.195,485.231,0.4732,False
540,0.25,2.984,15862.3,-47.765,-30.544,332.088,0.531,False
540,0.3,2.8688,23439.46,-48.124,-30.544,487.068,0.5088,False
600,0.07,3.4793,3195.48,-35.241,-15.453,90.675,0.7058,False
600,0.08,3.7243,4640.27,-33.11,-15.272,140.147,0.5603,False
600,0.09,3.8717,7226.64,-32.784,-15.272,220.435,0.544,False
600,0.1,3.5663,8727.04,-32.574,-15.272,267.915,0.4516,False
600,0.15,3.188,10338.0,-46.422,-30.544,222.697,0.577,False
600,0.175,3.2177,12684.12,-45.306,-30.544,279.968,0.5603,False
600,0.2,3.226,13289.66,-42.137,-28.888,315.395,0.5375,False
600,0.225,3.1903,20166.71,-41.561,-25.195,485.231,0.4732,False
600,0.25,2.984,15862.3,-47.765,-30.544,332.088,0.531,False
600,0.3,2.8688,23439.46,-48.124,-30.544,487.068,0.5088,False
660,0.07,3.4459,2962.15,-35.241,-15.453,84.054,0.7127,False
660,0.08,3.7077,4434.74,-33.11,-15.272,133.94,0.565,False
660,0.09,3.8536,6858.41,-32.784,-15.272,209.202,0.5474,False
660,0.1,3.5735,8847.4,-32.574,-15.272,271.61,0.4518,False
660,0.15,3.1899,9995.16,-46.29,-30.544,215.924,0.5657,False
660,0.175,3.2177,12684.12,-45.306,-30.544,279.968,0.5603,False
660,0.2,3.226,13289.66,-42.137,-28.888,315.395,0.5375,False
660,0.225,3.1903,20166.71,-41.561,-25.195,485.231,0.4732,False
660,0.25,2.984,15862.3,-47.765,-30.544,332.088,0.531,False
660,0.3,2.8688,23439.46,-48.124,-30.544,487.068,0.5088,False
720,0.07,3.3872,2698.35,-35.241,-15.453,76.569,0.7062,False
720,0.08,3.7238,4570.98,-33.11,-15.272,138.055,0.565,False
720,0.09,3.8746,7154.54,-32.784,-15.272,218.235,0.5474,False
720,0.1,3.5706,8778.56,-32.574,-15.272,269.496,0.4528,False
720,0.15,3.1899,9995.16,-46.29,-30.544,215.924,0.5657,False
720,0.175,3.2186,12737.21,-45.313,-30.544,281.091,0.5616,False
720,0.2,3.2335,13821.54,-42.224,-28.888,327.34,0.549,False
720,0.225,3.1903,20166.71,-41.561,-25.195,485.231,0.4732,False
720,0.25,2.984,15862.3,-47.765,-30.544,332.088,0.531,False
720,0.3,2.8688,23439.46,-48.124,-30.544,487.068,0.5088,False
900,0.07,3.3935,2651.34,-35.241,-15.453,75.235,0.7113,False
900,0.08,3.6951,4168.24,-33.11,-15.272,125.891,0.5673,False
900,0.09,3.8825,7011.61,-32.784,-15.272,213.875,0.5517,False
900,0.1,3.6388,9993.54,-32.574,-15.272,306.795,0.468,False
900,0.15,3.2774,13031.69,-46.29,-30.544,281.522,0.5711,False
900,0.175,3.3076,16686.03,-45.313,-30.544,368.235,0.5672,False
900,0.2,3.2725,15895.92,-42.224,-28.888,376.469,0.549,False
900,0.225,3.231,23186.56,-41.561,-25.195,557.892,0.4732,False
900,0.25,2.984,15862.3,-47.765,-30.544,332.088,0.531,False
900,0.3,2.8688,23439.46,-48.124,-30.544,487.068,0.5088,False
1080,0.07,3.3577,2551.77,-35.714,-17.126,71.45,0.7181,False
1080,0.08,3.7027,4179.3,-32.951,-15.272,126.833,0.5673,False
1080,0.09,3.8973,7171.41,-32.784,-15.272,218.75,0.5527,False
1080,0.1,3.6905,9176.28,-32.574,-15.272,281.706,0.4749,False
1080,0.15,3.2762,13205.83,-46.29,-30.544,285.283,0.5705,False
1080,0.175,3.313,17017.34,-45.313,-30.544,375.547,0.5673,False
1080,0.2,3.3028,18156.11,-42.224,-28.888,429.998,0.5489,False
1080,0.225,3.2544,25468.57,-41.561,-25.195,612.799,0.4733,False
1080,0.25,2.984,15862.3,-47.765,-30.544,332.088,0.531,False
1080,0.3,2.8688,23439.46,-48.124,-30.544,487.068,0.5088,False
