PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.8,2.91,332.56,-23.848,-7.364,13.945,0.7368,False
-0.04,1.0,2.91,496.73,-29.258,-9.205,16.978,0.7368,False
-0.04,1.2,2.91,709.57,-34.433,-11.046,20.607,0.7368,False
-0.04,1.4,2.91,980.57,-39.369,-12.887,24.907,0.7368,False
-0.04,1.5,2.91,1140.96,-41.748,-13.808,27.33,0.7368,False
-0.04,1.6,2.91,1319.56,-44.066,-14.728,29.945,0.7368,False
-0.04,1.8,2.91,1736.09,-48.521,-16.569,35.78,0.7368,False
-0.04,2.0,2.91,2238.91,-52.736,-18.41,42.455,0.7368,False
-0.05,0.8,3.6953,405.49,-13.183,-8.44,30.759,0.5283,False
-0.05,1.0,3.7155,632.05,-15.805,-10.251,39.991,0.5273,False
-0.05,1.2,3.7155,949.87,-18.788,-12.301,50.558,0.5273,False
-0.05,1.4,3.7155,1388.07,-21.713,-14.351,63.929,0.5273,False
-0.05,1.5,3.7155,1663.98,-23.154,-15.376,71.866,0.5273,False
-0.05,1.6,3.7155,1985.11,-24.581,-16.401,80.759,0.5273,False
-0.05,1.8,3.7155,2789.08,-27.392,-18.452,101.822,0.5273,False
-0.05,2.0,3.7155,3859.31,-30.147,-20.502,128.016,0.5273,False
-0.055,0.8,3.5927,399.4,-13.623,-9.02,29.317,0.5559,False
-0.055,1.0,3.6378,623.96,-15.137,-9.61,41.221,0.5526,False
-0.055,1.2,3.6378,934.48,-17.998,-11.532,51.922,0.5526,False
-0.055,1.4,3.6378,1360.24,-20.805,-13.454,65.38,0.5526,False
-0.055,1.5,3.6378,1627.13,-22.188,-14.415,73.332,0.5526,False
-0.055,1.6,3.6378,1936.77,-23.559,-15.376,82.211,0.5526,False
-0.055,1.8,3.6378,2707.97,-26.259,-17.298,103.124,0.5526,False
-0.055,2.0,3.6378,3727.15,-28.908,-19.22,128.934,0.5526,False
-0.06,0.8,3.8535,423.38,-12.452,-5.312,34.001,0.5462,False
-0.06,1.0,3.8635,669.61,-15.384,-6.64,43.525,0.5454,False
-0.06,1.2,3.8635,1016.36,-18.247,-7.968,55.7,0.5454,False
-0.06,1.4,3.8635,1501.15,-21.04,-9.296,71.346,0.5454,False
-0.06,1.5,3.8635,1809.61,-22.412,-9.96,80.744,0.5454,False
-0.06,1.6,3.8635,2171.29,-23.766,-10.624,91.362,0.5454,False
-0.06,1.8,3.8635,3087.43,-26.424,-11.952,116.841,0.5454,False
-0.06,2.0,3.8635,4326.32,-29.017,-13.28,149.098,0.5454,False
-0.065,0.8,3.8447,423.95,-12.426,-5.61,34.118,0.5562,False
-0.065,1.0,3.8499,667.75,-15.353,-7.012,43.494,0.5547,False
-0.065,1.2,3.8499,1012.89,-18.21,-8.415,55.623,0.5547,False
-0.065,1.4,3.8499,1494.95,-20.998,-9.817,71.194,0.5547,False
-0.065,1.5,3.8499,1801.42,-22.367,-10.519,80.54,0.5547,False
-0.065,1.6,3.8499,2160.59,-23.719,-11.22,91.092,0.5547,False
-0.065,1.8,3.8499,3069.53,-26.372,-12.623,116.392,0.5547,False
-0.065,2.0,3.8499,4297.13,-28.96,-14.025,148.38,0.5547,False
-0.07,0.8,3.8414,424.27,-12.426,-5.61,34.144,0.5575,False
-0.07,1.0,3.8455,667.69,-15.353,-7.012,43.489,0.5557,False
-0.07,1.2,3.8455,1012.67,-18.21,-8.415,55.611,0.5557,False
-0.07,1.4,3.8455,1494.39,-20.998,-9.817,71.167,0.5557,False
-0.07,1.5,3.8455,1800.6,-22.367,-10.519,80.503,0.5557,False
-0.07,1.6,3.8455,2159.4,-23.719,-11.22,91.042,0.5557,False
-0.07,1.8,3.8455,3067.19,-26.372,-12.623,116.303,0.5557,False
-0.07,2.0,3.8455,4292.81,-28.96,-14.025,148.231,0.5557,False
-0.075,0.8,3.8414,424.27,-12.426,-5.61,34.144,0.5575,False
-0.075,1.0,3.8455,667.69,-15.353,-7.012,43.489,0.5557,False
-0.075,1.2,3.8455,1012.67,-18.21,-8.415,55.611,0.5557,False
-0.075,1.4,3.8455,1494.39,-20.998,-9.817,71.167,0.5557,False
-0.075,1.5,3.8455,1800.6,-22.367,-10.519,80.503,0.5557,False
-0.075,1.6,3.8455,2159.4,-23.719,-11.22,91.042,0.5557,False
-0.075,1.8,3.8455,3067.19,-26.372,-12.623,116.303,0.5557,False
-0.075,2.0,3.8455,4292.81,-28.96,-14.025,148.231,0.5557,False
-0.08,0.8,3.8414,424.27,-12.426,-5.61,34.144,0.5575,False
-0.08,1.0,3.8455,667.69,-15.353,-7.012,43.489,0.5557,False
-0.08,1.2,3.8455,1012.67,-18.21,-8.415,55.611,0.5557,False
-0.08,1.4,3.8455,1494.39,-20.998,-9.817,71.167,0.5557,False
-0.08,1.5,3.8455,1800.6,-22.367,-10.519,80.503,0.5557,False
-0.08,1.6,3.8455,2159.4,-23.719,-11.22,91.042,0.5557,False
-0.08,1.8,3.8455,3067.19,-26.372,-12.623,116.303,0.5557,False
-0.08,2.0,3.8455,4292.81,-28.96,-14.025,148.231,0.5557,False
-0.085,0.8,3.8414,424.27,-12.426,-5.61,34.144,0.5575,False
-0.085,1.0,3.8455,667.69,-15.353,-7.012,43.489,0.5557,False
-0.085,1.2,3.8455,1012.67,-18.21,-8.415,55.611,0.5557,False
-0.085,1.4,3.8455,1494.39,-20.998,-9.817,71.167,0.5557,False
-0.085,1.5,3.8455,1800.6,-22.367,-10.519,80.503,0.5557,False
-0.085,1.6,3.8455,2159.4,-23.719,-11.22,91.042,0.5557,False
-0.085,1.8,3.8455,3067.19,-26.372,-12.623,116.303,0.5557,False
-0.085,2.0,3.8455,4292.81,-28.96,-14.025,148.231,0.5557,False
-0.1,0.8,3.8414,424.27,-12.426,-5.61,34.144,0.5575,False
-0.1,1.0,3.8455,667.69,-15.353,-7.012,43.489,0.5557,False
-0.1,1.2,3.8455,1012.67,-18.21,-8.415,55.611,0.5557,False
-0.1,1.4,3.8455,1494.39,-20.998,-9.817,71.167,0.5557,False
-0.1,1.5,3.8455,1800.6,-22.367,-10.519,80.503,0.5557,False
-0.1,1.6,3.8455,2159.4,-23.719,-11.22,91.042,0.5557,False
-0.1,1.8,3.8455,3067.19,-26.372,-12.623,116.303,0.5557,False
-0.1,2.0,3.8455,4292.81,-28.96,-14.025,148.231,0.5557,False
