TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.09,30,2.658,-32.78,0.575,1.884,4.484,294
0.09,31,2.658,-32.78,0.575,1.884,4.484,294
0.09,32,2.658,-32.78,0.575,1.884,4.484,294
0.09,33,2.658,-32.78,0.575,1.884,4.484,294
0.09,34,2.658,-32.78,0.575,1.884,4.484,294
0.09,35,3.641,-34.41,0.63,5.277,6.756,296
0.09,36,3.641,-34.41,0.63,5.277,6.756,296
0.09,37,3.641,-34.41,0.63,5.277,6.756,296
0.09,38,3.641,-34.41,0.63,5.277,6.756,296
0.09,39,3.641,-34.41,0.63,5.277,6.756,296
0.09,40,2.881,-35.07,0.705,4.787,5.427,294
0.09,41,2.881,-35.07,0.705,4.787,5.427,294
0.09,42,2.881,-35.07,0.705,4.787,5.427,294
0.09,43,2.881,-35.07,0.705,4.787,5.427,294
0.09,44,2.881,-35.07,0.705,4.787,5.427,294
0.1,30,2.63,-32.78,0.575,1.884,4.484,294
0.1,31,2.63,-32.78,0.575,1.884,4.484,294
0.1,32,2.63,-32.78,0.575,1.884,4.484,294
0.1,33,2.63,-32.78,0.575,1.884,4.484,294
0.1,34,2.63,-32.78,0.575,1.884,4.484,294
0.1,35,3.677,-29.35,0.596,5.277,6.756,296
0.1,36,3.677,-29.35,0.596,5.277,6.756,296
0.1,37,3.677,-29.35,0.596,5.277,6.756,296
0.1,38,3.677,-29.35,0.596,5.277,6.756,296
0.1,39,3.677,-29.35,0.596,5.277,6.756,296
0.1,40,2.931,-30.7,0.657,4.787,5.427,294
0.1,41,2.931,-30.7,0.657,4.787,5.427,294
0.1,42,2.931,-30.7,0.657,4.787,5.427,294
0.1,43,2.931,-30.7,0.657,4.787,5.427,294
0.1,44,2.931,-30.7,0.657,4.787,5.427,294
0.11,30,2.63,-32.78,0.575,1.884,4.484,294
0.11,31,2.63,-32.78,0.575,1.884,4.484,294
0.11,32,2.63,-32.78,0.575,1.884,4.484,294
0.11,33,2.63,-32.78,0.575,1.884,4.484,294
0.11,34,2.63,-32.78,0.575,1.884,4.484,294
0.11,35,3.671,-29.35,0.596,5.277,6.756,296
0.11,36,3.671,-29.35,0.596,5.277,6.756,296
0.11,37,3.671,-29.35,0.596,5.277,6.756,296
0.11,38,3.671,-29.35,0.596,5.277,6.756,296
0.11,39,3.671,-29.35,0.596,5.277,6.756,296
0.11,40,2.926,-30.7,0.657,4.787,5.427,294
0.11,41,2.926,-30.7,0.657,4.787,5.427,294
0.11,42,2.926,-30.7,0.657,4.787,5.427,294
0.11,43,2.926,-30.7,0.657,4.787,5.427,294
0.11,44,2.926,-30.7,0.657,4.787,5.427,294
0.12,30,2.63,-32.78,0.575,1.884,4.484,294
0.12,31,2.63,-32.78,0.575,1.884,4.484,294
0.12,32,2.63,-32.78,0.575,1.884,4.484,294
0.12,33,2.63,-32.78,0.575,1.884,4.484,294
0.12,34,2.63,-32.78,0.575,1.884,4.484,294
0.12,35,3.665,-29.35,0.596,5.277,6.756,296
0.12,36,3.665,-29.35,0.596,5.277,6.756,296
0.12,37,3.665,-29.35,0.596,5.277,6.756,296
0.12,38,3.665,-29.35,0.596,5.277,6.756,296
0.12,39,3.665,-29.35,0.596,5.277,6.756,296
0.12,40,2.918,-30.7,0.657,4.787,5.427,294
0.12,41,2.918,-30.7,0.657,4.787,5.427,294
0.12,42,2.918,-30.7,0.657,4.787,5.427,294
0.12,43,2.918,-30.7,0.657,4.787,5.427,294
0.12,44,2.918,-30.7,0.657,4.787,5.427,294
0.13,30,2.63,-32.78,0.575,1.884,4.484,294
0.13,31,2.63,-32.78,0.575,1.884,4.484,294
0.13,32,2.63,-32.78,0.575,1.884,4.484,294
0.13,33,2.63,-32.78,0.575,1.884,4.484,294
0.13,34,2.63,-32.78,0.575,1.884,4.484,294
0.13,35,3.665,-29.35,0.596,5.277,6.756,296
0.13,36,3.665,-29.35,0.596,5.277,6.756,296
0.13,37,3.665,-29.35,0.596,5.277,6.756,296
0.13,38,3.665,-29.35,0.596,5.277,6.756,296
0.13,39,3.665,-29.35,0.596,5.277,6.756,296
0.13,40,2.918,-30.7,0.657,4.787,5.427,294
0.13,41,2.918,-30.7,0.657,4.787,5.427,294
0.13,42,2.918,-30.7,0.657,4.787,5.427,294
0.13,43,2.918,-30.7,0.657,4.787,5.427,294
0.13,44,2.918,-30.7,0.657,4.787,5.427,294
0.14,30,2.63,-32.78,0.575,1.884,4.484,294
0.14,31,2.63,-32.78,0.575,1.884,4.484,294
0.14,32,2.63,-32.78,0.575,1.884,4.484,294
0.14,33,2.63,-32.78,0.575,1.884,4.484,294
0.14,34,2.63,-32.78,0.575,1.884,4.484,294
0.14,35,3.665,-29.35,0.596,5.277,6.756,296
0.14,36,3.665,-29.35,0.596,5.277,6.756,296
0.14,37,3.665,-29.35,0.596,5.277,6.756,296
0.14,38,3.665,-29.35,0.596,5.277,6.756,296
0.14,39,3.665,-29.35,0.596,5.277,6.756,296
0.14,40,2.918,-30.7,0.657,4.787,5.427,294
0.14,41,2.918,-30.7,0.657,4.787,5.427,294
0.14,42,2.918,-30.7,0.657,4.787,5.427,294
0.14,43,2.918,-30.7,0.657,4.787,5.427,294
0.14,44,2.918,-30.7,0.657,4.787,5.427,294
0.15,30,2.63,-32.78,0.575,1.884,4.484,294
0.15,31,2.63,-32.78,0.575,1.884,4.484,294
0.15,32,2.63,-32.78,0.575,1.884,4.484,294
0.15,33,2.63,-32.78,0.575,1.884,4.484,294
0.15,34,2.63,-32.78,0.575,1.884,4.484,294
0.15,35,3.665,-29.35,0.596,5.277,6.756,296
0.15,36,3.665,-29.35,0.596,5.277,6.756,296
0.15,37,3.665,-29.35,0.596,5.277,6.756,296
0.15,38,3.665,-29.35,0.596,5.277,6.756,296
0.15,39,3.665,-29.35,0.596,5.277,6.756,296
0.15,40,2.918,-30.7,0.657,4.787,5.427,294
0.15,41,2.918,-30.7,0.657,4.787,5.427,294
0.15,42,2.918,-30.7,0.657,4.787,5.427,294
0.15,43,2.918,-30.7,0.657,4.787,5.427,294
0.15,44,2.918,-30.7,0.657,4.787,5.427,294
0.16,30,2.63,-32.78,0.575,1.884,4.484,294
0.16,31,2.63,-32.78,0.575,1.884,4.484,294
0.16,32,2.63,-32.78,0.575,1.884,4.484,294
0.16,33,2.63,-32.78,0.575,1.884,4.484,294
0.16,34,2.63,-32.78,0.575,1.884,4.484,294
0.16,35,3.665,-29.35,0.596,5.277,6.756,296
0.16,36,3.665,-29.35,0.596,5.277,6.756,296
0.16,37,3.665,-29.35,0.596,5.277,6.756,296
0.16,38,3.665,-29.35,0.596,5.277,6.756,296
0.16,39,3.665,-29.35,0.596,5.277,6.756,296
0.16,40,2.918,-30.7,0.657,4.787,5.427,294
0.16,41,2.918,-30.7,0.657,4.787,5.427,294
0.16,42,2.918,-30.7,0.657,4.787,5.427,294
0.16,43,2.918,-30.7,0.657,4.787,5.427,294
0.16,44,2.918,-30.7,0.657,4.787,5.427,294
