TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.04,30,1.029,-51.06,4.933,2.01,-1.785,294
0.04,31,1.029,-51.06,4.933,2.01,-1.785,294
0.04,32,1.029,-51.06,4.933,2.01,-1.785,294
0.04,33,1.029,-51.06,4.933,2.01,-1.785,294
0.04,34,1.029,-51.06,4.933,2.01,-1.785,294
0.04,35,1.962,-41.68,3.422,3.28,-0.262,296
0.04,36,1.962,-41.68,3.422,3.28,-0.262,296
0.04,37,1.962,-41.68,3.422,3.28,-0.262,296
0.04,38,1.962,-41.68,3.422,3.28,-0.262,296
0.04,39,1.962,-41.68,3.422,3.28,-0.262,296
0.04,40,0.873,-62.95,17.816,2.897,-1.566,294
0.04,41,0.873,-62.95,17.816,2.897,-1.566,294
0.04,42,0.873,-62.95,17.816,2.897,-1.566,294
0.04,43,0.873,-62.95,17.816,2.897,-1.566,294
0.04,44,0.873,-62.95,17.816,2.897,-1.566,294
0.05,30,2.0,-50.71,1.504,2.047,1.54,294
0.05,31,2.0,-50.71,1.504,2.047,1.54,294
0.05,32,2.0,-50.71,1.504,2.047,1.54,294
0.05,33,2.0,-50.71,1.504,2.047,1.54,294
0.05,34,2.0,-50.71,1.504,2.047,1.54,294
0.05,35,3.044,-40.33,1.408,5.213,2.259,296
0.05,36,3.044,-40.33,1.408,5.213,2.259,296
0.05,37,3.044,-40.33,1.408,5.213,2.259,296
0.05,38,3.044,-40.33,1.408,5.213,2.259,296
0.05,39,3.044,-40.33,1.408,5.213,2.259,296
0.05,40,2.154,-55.56,2.065,4.928,0.972,294
0.05,41,2.154,-55.56,2.065,4.928,0.972,294
0.05,42,2.154,-55.56,2.065,4.928,0.972,294
0.05,43,2.154,-55.56,2.065,4.928,0.972,294
0.05,44,2.154,-55.56,2.065,4.928,0.972,294
0.06,30,2.28,-38.77,0.688,1.884,2.426,294
0.06,31,2.28,-38.77,0.688,1.884,2.426,294
0.06,32,2.28,-38.77,0.688,1.884,2.426,294
0.06,33,2.28,-38.77,0.688,1.884,2.426,294
0.06,34,2.28,-38.77,0.688,1.884,2.426,294
0.06,35,3.292,-33.72,0.771,5.091,3.929,296
0.06,36,3.292,-33.72,0.771,5.091,3.929,296
0.06,37,3.292,-33.72,0.771,5.091,3.929,296
0.06,38,3.292,-33.72,0.771,5.091,3.929,296
0.06,39,3.292,-33.72,0.771,5.091,3.929,296
0.06,40,2.481,-36.41,0.957,4.548,3.036,294
0.06,41,2.481,-36.41,0.957,4.548,3.036,294
0.06,42,2.481,-36.41,0.957,4.548,3.036,294
0.06,43,2.481,-36.41,0.957,4.548,3.036,294
0.06,44,2.481,-36.41,0.957,4.548,3.036,294
0.07,30,2.639,-36.08,0.564,1.884,4.484,294
0.07,31,2.639,-36.08,0.564,1.884,4.484,294
0.07,32,2.639,-36.08,0.564,1.884,4.484,294
0.07,33,2.639,-36.08,0.564,1.884,4.484,294
0.07,34,2.639,-36.08,0.564,1.884,4.484,294
0.07,35,3.622,-32.57,0.619,5.277,6.756,296
0.07,36,3.622,-32.57,0.619,5.277,6.756,296
0.07,37,3.622,-32.57,0.619,5.277,6.756,296
0.07,38,3.622,-32.57,0.619,5.277,6.756,296
0.07,39,3.622,-32.57,0.619,5.277,6.756,296
0.07,40,2.796,-33.25,0.694,4.787,5.427,294
0.07,41,2.796,-33.25,0.694,4.787,5.427,294
0.07,42,2.796,-33.25,0.694,4.787,5.427,294
0.07,43,2.796,-33.25,0.694,4.787,5.427,294
0.07,44,2.796,-33.25,0.694,4.787,5.427,294
0.08,30,2.663,-32.78,0.575,1.884,4.484,294
0.08,31,2.663,-32.78,0.575,1.884,4.484,294
0.08,32,2.663,-32.78,0.575,1.884,4.484,294
0.08,33,2.663,-32.78,0.575,1.884,4.484,294
0.08,34,2.663,-32.78,0.575,1.884,4.484,294
0.08,35,3.666,-32.75,0.624,5.277,6.756,296
0.08,36,3.666,-32.75,0.624,5.277,6.756,296
0.08,37,3.666,-32.75,0.624,5.277,6.756,296
0.08,38,3.666,-32.75,0.624,5.277,6.756,296
0.08,39,3.666,-32.75,0.624,5.277,6.756,296
0.08,40,2.908,-33.43,0.706,4.787,5.427,294
0.08,41,2.908,-33.43,0.706,4.787,5.427,294
0.08,42,2.908,-33.43,0.706,4.787,5.427,294
0.08,43,2.908,-33.43,0.706,4.787,5.427,294
0.08,44,2.908,-33.43,0.706,4.787,5.427,294
