PORT_SL,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.04,2.1057,788.41,-57.938,-21.137,13.608,2.5888,False
-0.04,0.045,2.2324,1113.1,-61.629,-21.137,18.061,2.6938,False
-0.04,0.05,2.9572,3668.7,-46.798,-21.171,78.394,0.9305,False
-0.04,0.055,3.0739,4103.94,-50.213,-21.171,81.731,0.7438,False
-0.04,0.06,2.9023,3056.01,-55.353,-21.171,55.209,0.7233,False
-0.04,0.065,2.943,3327.55,-55.637,-21.171,59.809,0.7128,False
-0.04,0.075,2.91,3169.85,-58.615,-21.171,54.079,0.7368,False
-0.04,0.08,2.8819,3038.98,-58.85,-21.171,51.639,0.7425,False
-0.04,0.085,2.8288,2827.64,-61.031,-21.171,46.331,0.7658,False
-0.04,0.09,2.8288,2827.64,-61.031,-21.171,46.331,0.7658,False
-0.04,0.095,2.9362,3378.06,-54.369,-21.171,62.132,0.6844,False
-0.04,0.1,2.9362,3378.06,-54.369,-21.171,62.132,0.6844,False
-0.04,0.105,2.9362,3378.06,-54.369,-21.171,62.132,0.6844,False
-0.04,0.11,2.9362,3378.06,-54.369,-21.171,62.132,0.6844,False
-0.04,0.115,2.9362,3378.06,-54.369,-21.171,62.132,0.6844,False
-0.04,0.12,2.9362,3378.06,-54.369,-21.171,62.132,0.6844,False
-0.04,0.125,2.9362,3378.06,-54.369,-21.171,62.132,0.6844,False
-0.04,0.13,2.9362,3378.06,-54.369,-21.171,62.132,0.6844,False
-0.05,0.04,2.1057,788.41,-57.938,-21.137,13.608,2.5888,False
-0.05,0.045,2.4206,1518.58,-55.979,-22.413,27.127,2.4089,False
-0.05,0.05,3.2682,4926.29,-44.426,-21.171,110.888,0.834,False
-0.05,0.055,3.6442,7137.14,-30.732,-12.753,232.239,0.6124,False
-0.05,0.06,3.5292,5869.34,-30.972,-17.998,189.502,0.5582,False
-0.05,0.065,3.6333,5931.51,-35.332,-24.265,167.878,0.5383,False
-0.05,0.075,3.7155,6125.35,-34.176,-23.577,179.227,0.5273,False
-0.05,0.08,3.6941,5985.56,-34.129,-23.524,175.379,0.5285,False
-0.05,0.085,3.683,6047.68,-33.807,-23.16,178.887,0.5378,False
-0.05,0.09,3.683,6047.68,-33.807,-23.16,178.887,0.5378,False
-0.05,0.095,3.7256,6476.72,-34.828,-24.265,185.961,0.5079,False
-0.05,0.1,3.7051,6349.74,-34.828,-24.265,182.315,0.508,False
-0.05,0.105,3.7051,6349.74,-34.828,-24.265,182.315,0.508,False
-0.05,0.11,3.7051,6349.74,-34.828,-24.265,182.315,0.508,False
-0.05,0.115,3.7051,6349.74,-34.828,-24.265,182.315,0.508,False
-0.05,0.12,3.7051,6349.74,-34.828,-24.265,182.315,0.508,False
-0.05,0.125,3.7051,6349.74,-34.828,-24.265,182.315,0.508,False
-0.05,0.13,3.7051,6349.74,-34.828,-24.265,182.315,0.508,False
-0.055,0.04,2.1057,788.41,-57.938,-21.137,13.608,2.5888,False
-0.055,0.045,2.4206,1518.58,-55.979,-22.413,27.127,2.4089,False
