Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0215,0.7179,0.0695,0.2424,285,
Sharpe,level,1,-0.0303,0.602,0.0465,0.4237,298,
Sortino,level,1,-0.0209,0.6861,0.0327,0.5258,378,
CAGR%,level,1,0.0002,0.9974,0.029,0.574,378,
Calmar,delta,1,-0.003,0.9592,0.0266,0.6558,284,
CAGR%,delta,1,-0.0048,0.9266,0.0239,0.6435,377,
AvgDailyRet%,delta,1,0.0413,0.4238,0.0216,0.6759,377,
AvgDailyRet%,level,1,-0.0158,0.7592,0.0186,0.7187,378,
Sharpe,delta,1,0.0522,0.3702,0.0151,0.7959,297,
Sortino,delta,1,0.0057,0.9116,0.0142,0.784,377,
Sharpe,level,3,-0.0736,0.2069,-0.0654,0.2623,296,
AvgDailyRet%,level,3,-0.0455,0.3794,-0.0649,0.2095,376,
Sortino,delta,3,0.0202,0.6964,0.0646,0.2117,375,
Calmar,delta,3,-0.0102,0.865,0.0624,0.296,282,
CAGR%,delta,3,-0.0038,0.9408,0.0555,0.2835,375,
CAGR%,level,3,0.0009,0.9865,-0.047,0.3634,376,
Sortino,level,3,-0.0517,0.3171,-0.0463,0.3709,376,
AvgDailyRet%,delta,3,-0.0099,0.8491,0.0367,0.4786,375,
Calmar,level,3,-0.0382,0.5217,-0.0299,0.6163,283,
Sharpe,delta,3,-0.0029,0.9605,0.024,0.6817,295,
Sharpe,level,5,-0.0604,0.3023,-0.0544,0.3528,294,
Calmar,delta,5,-0.0067,0.9115,0.037,0.5373,280,
AvgDailyRet%,level,5,-0.0254,0.6242,-0.037,0.4757,374,
Sharpe,delta,5,-0.0226,0.7006,-0.0369,0.5295,293,
CAGR%,level,5,0.0041,0.9371,-0.0349,0.5016,374,
Calmar,level,5,-0.034,0.5698,-0.0314,0.6004,281,
AvgDailyRet%,delta,5,-0.0279,0.5917,-0.0242,0.6413,373,
Sortino,level,5,-0.0695,0.1797,-0.0183,0.7243,374,
Sortino,delta,5,-0.0046,0.9298,0.0061,0.907,373,
CAGR%,delta,5,0.0037,0.943,0.0052,0.9204,373,
