PORT_SL,PORT_TSL,EARLY_KILL_Y,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
-0.07,0.04,0.001,1.4867,182.57,-52.5,3.477,4.5302,False
-0.07,0.04,0.0015,1.4867,182.57,-52.5,3.477,4.5302,False
-0.07,0.04,0.003,1.4867,182.57,-52.5,3.477,4.5302,False
-0.07,0.045,0.001,1.8109,321.4,-44.417,7.236,3.9769,False
-0.07,0.045,0.0015,1.8109,321.4,-44.417,7.236,3.9769,False
-0.07,0.045,0.003,1.8109,321.4,-44.417,7.236,3.9769,False
-0.07,0.05,0.001,2.5446,858.96,-44.484,19.309,1.2993,False
-0.07,0.05,0.0015,2.5446,858.96,-44.484,19.309,1.2993,False
-0.07,0.05,0.003,2.5446,858.96,-44.484,19.309,1.2993,False
-0.07,0.055,0.001,2.8501,1147.23,-38.651,29.682,0.8971,False
-0.07,0.055,0.0015,2.8501,1147.23,-38.651,29.682,0.8971,False
-0.07,0.055,0.003,2.8501,1147.23,-38.651,29.682,0.8971,False
-0.07,0.06,0.001,2.6679,949.05,-42.759,22.195,0.8828,False
-0.07,0.06,0.0015,2.6679,949.05,-42.759,22.195,0.8828,False
-0.07,0.06,0.003,2.6679,949.05,-42.759,22.195,0.8828,False
-0.07,0.065,0.001,2.9456,1155.74,-38.451,30.058,0.7055,False
-0.07,0.065,0.0015,2.9456,1155.74,-38.451,30.058,0.7055,False
-0.07,0.065,0.003,2.9456,1155.74,-38.451,30.058,0.7055,False
-0.07,0.075,0.001,3.3857,1563.34,-28.308,55.227,0.661,False
-0.07,0.075,0.0015,3.3857,1563.34,-28.308,55.227,0.661,False
-0.07,0.075,0.003,3.3857,1563.34,-28.308,55.227,0.661,False
-0.07,0.08,0.001,3.3445,1537.1,-28.308,54.3,0.6702,False
-0.07,0.08,0.0015,3.3445,1537.1,-28.308,54.3,0.6702,False
-0.07,0.08,0.003,3.3445,1537.1,-28.308,54.3,0.6702,False
-0.07,0.085,0.001,3.3087,1521.53,-28.308,53.75,0.665,False
-0.07,0.085,0.0015,3.3087,1521.53,-28.308,53.75,0.665,False
-0.07,0.085,0.003,3.3087,1521.53,-28.308,53.75,0.665,False
-0.07,0.09,0.001,3.3155,1552.82,-28.308,54.855,0.6641,False
-0.07,0.09,0.0015,3.3155,1552.82,-28.308,54.855,0.6641,False
-0.07,0.09,0.003,3.3155,1552.82,-28.308,54.855,0.6641,False
-0.07,0.095,0.001,3.3544,1639.17,-28.308,57.906,0.6469,False
-0.07,0.095,0.0015,3.3544,1639.17,-28.308,57.906,0.6469,False
-0.07,0.095,0.003,3.3544,1639.17,-28.308,57.906,0.6469,False
-0.07,0.1,0.001,3.3314,1606.29,-28.308,56.744,0.6468,False
-0.07,0.1,0.0015,3.3314,1606.29,-28.308,56.744,0.6468,False
-0.07,0.1,0.003,3.3314,1606.29,-28.308,56.744,0.6468,False
-0.07,0.105,0.001,3.3314,1606.29,-28.308,56.744,0.6468,False
-0.07,0.105,0.0015,3.3314,1606.29,-28.308,56.744,0.6468,False
-0.07,0.105,0.003,3.3314,1606.29,-28.308,56.744,0.6468,False
-0.07,0.11,0.001,3.3298,1604.74,-28.308,56.689,0.6468,False
-0.07,0.11,0.0015,3.3298,1604.74,-28.308,56.689,0.6468,False
-0.07,0.11,0.003,3.3298,1604.74,-28.308,56.689,0.6468,False
-0.07,0.115,0.001,3.3198,1590.83,-28.308,56.198,0.6468,False
-0.07,0.115,0.0015,3.3198,1590.83,-28.308,56.198,0.6468,False
-0.07,0.115,0.003,3.3198,1590.83,-28.308,56.198,0.6468,False
-0.07,0.12,0.001,3.3178,1588.13,-28.308,56.103,0.6468,False
-0.07,0.12,0.0015,3.3178,1588.13,-28.308,56.103,0.6468,False
-0.07,0.12,0.003,3.3178,1588.13,-28.308,56.103,0.6468,False
-0.07,0.125,0.001,3.3178,1588.13,-28.308,56.103,0.6468,False
-0.07,0.125,0.0015,3.3178,1588.13,-28.308,56.103,0.6468,False
-0.07,0.125,0.003,3.3178,1588.13,-28.308,56.103,0.6468,False
-0.07,0.13,0.001,3.3178,1588.13,-28.308,56.103,0.6468,False
-0.07,0.13,0.0015,3.3178,1588.13,-28.308,56.103,0.6468,False
-0.07,0.13,0.003,3.3178,1588.13,-28.308,56.103,0.6468,False
-0.08,0.04,0.001,1.4867,182.57,-52.5,3.477,4.5302,False
-0.08,0.04,0.0015,1.4867,182.57,-52.5,3.477,4.5302,False
-0.08,0.04,0.003,1.4867,182.57,-52.5,3.477,4.5302,False
-0.08,0.045,0.001,1.8109,321.4,-44.417,7.236,3.9769,False
-0.08,0.045,0.0015,1.8109,321.4,-44.417,7.236,3.9769,False
-0.08,0.045,0.003,1.8109,321.4,-44.417,7.236,3.9769,False
-0.08,0.05,0.001,2.5446,858.96,-44.484,19.309,1.2993,False
-0.08,0.05,0.0015,2.5446,858.96,-44.484,19.309,1.2993,False
-0.08,0.05,0.003,2.5446,858.96,-44.484,19.309,1.2993,False
-0.08,0.055,0.001,2.8501,1147.23,-38.651,29.682,0.8971,False
-0.08,0.055,0.0015,2.8501,1147.23,-38.651,29.682,0.8971,False
-0.08,0.055,0.003,2.8501,1147.23,-38.651,29.682,0.8971,False
-0.08,0.06,0.001,2.6679,949.05,-42.759,22.195,0.8828,False
-0.08,0.06,0.0015,2.6679,949.05,-42.759,22.195,0.8828,False
-0.08,0.06,0.003,2.6679,949.05,-42.759,22.195,0.8828,False
-0.08,0.065,0.001,2.9456,1155.74,-38.451,30.058,0.7055,False
-0.08,0.065,0.0015,2.9456,1155.74,-38.451,30.058,0.7055,False
-0.08,0.065,0.003,2.9456,1155.74,-38.451,30.058,0.7055,False
