Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,-0.0164,0.8023,0.0966,0.1397,235,
Sortino,level,1,0.0817,0.1081,0.084,0.0984,388,
Calmar,level,1,-0.0114,0.8612,0.0815,0.2121,236,
AvgDailyRet%,level,1,0.0411,0.4194,0.0649,0.2023,388,
CAGR%,level,1,-0.0567,0.2652,0.0574,0.2591,388,
Sharpe,delta,1,0.0405,0.467,-0.0563,0.3123,324,
Sortino,delta,1,-0.0019,0.9706,0.0388,0.4461,387,
Sharpe,level,1,0.0465,0.4029,0.0314,0.5722,325,
CAGR%,delta,1,-0.0465,0.3612,-0.0104,0.8389,387,
AvgDailyRet%,delta,1,0.0185,0.7173,-0.0015,0.9762,387,
Calmar,delta,3,-0.0088,0.8943,0.0908,0.1671,233,
Sortino,level,3,0.1132,0.0262,0.0847,0.0964,386,
AvgDailyRet%,level,3,0.0543,0.287,0.0692,0.1747,386,
Sortino,delta,3,0.0192,0.7079,0.0669,0.1901,385,
CAGR%,level,3,-0.0333,0.514,0.0652,0.201,386,
AvgDailyRet%,delta,3,0.036,0.4811,0.0652,0.2015,385,
CAGR%,delta,3,-0.0266,0.603,0.0577,0.2587,385,
Sharpe,delta,3,0.0517,0.3549,0.0567,0.3108,322,
Calmar,level,3,-0.0246,0.7082,0.0315,0.6318,234,
Sharpe,level,3,0.0274,0.6231,0.0041,0.9413,323,
Sortino,level,5,0.1334,0.0089,0.1202,0.0185,384,yes
AvgDailyRet%,level,5,0.0637,0.2128,0.0914,0.0737,384,
CAGR%,level,5,-0.0236,0.645,0.089,0.0814,384,
Sortino,delta,5,0.0591,0.2486,0.0842,0.0999,383,
AvgDailyRet%,delta,5,0.0271,0.5976,0.0571,0.2648,383,
Calmar,delta,5,-0.0074,0.9108,0.0514,0.4356,232,
Sharpe,delta,5,0.0382,0.4956,0.049,0.3826,320,
CAGR%,delta,5,-0.0199,0.698,0.0458,0.3712,383,
Calmar,level,5,-0.0273,0.679,0.0428,0.5158,233,
Sharpe,level,5,0.0293,0.6008,0.0159,0.7764,321,
