Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
AvgDailyRet%,level,1,0.0005,0.9918,0.0489,0.3492,368,
CAGR%,level,1,-0.0032,0.9509,0.0452,0.3877,368,
AvgDailyRet%,delta,1,-0.0494,0.3454,-0.0348,0.506,367,
CAGR%,delta,1,0.0774,0.1391,-0.0342,0.5137,367,
Sortino,level,1,0.0119,0.8208,0.0312,0.5512,368,
Calmar,level,1,-0.0068,0.8984,0.031,0.5607,354,
Sortino,delta,1,-0.008,0.879,-0.0224,0.6682,367,
Sharpe,level,1,0.0053,0.9194,0.0219,0.6758,368,
Calmar,delta,1,0.0983,0.0651,-0.0167,0.7542,353,
Sharpe,delta,1,-0.0626,0.2314,-0.0008,0.9871,367,
AvgDailyRet%,level,3,0.0126,0.8103,0.0738,0.159,366,
CAGR%,level,3,-0.0391,0.4561,0.0724,0.1671,366,
Calmar,delta,3,-0.0229,0.6691,-0.0624,0.2434,351,
Calmar,level,3,-0.0468,0.3812,0.0529,0.3224,352,
Sortino,level,3,0.0118,0.8227,0.0431,0.4111,366,
Sharpe,level,3,0.0289,0.5816,0.0365,0.4859,366,
CAGR%,delta,3,-0.0176,0.7373,-0.0222,0.6719,365,
AvgDailyRet%,delta,3,-0.0064,0.9035,-0.0132,0.8013,365,
Sortino,delta,3,0.0374,0.4757,-0.0057,0.9138,365,
Sharpe,delta,3,-0.0238,0.6509,-0.0051,0.922,365,
AvgDailyRet%,level,5,0.0129,0.8063,0.1076,0.0401,364,yes
CAGR%,level,5,-0.0183,0.7281,0.107,0.0412,364,yes
Calmar,level,5,-0.0267,0.6187,0.1067,0.046,350,yes
Sortino,level,5,0.0161,0.7593,0.0864,0.0997,364,
Sharpe,level,5,0.0408,0.4383,0.0796,0.1295,364,
Calmar,delta,5,-0.0393,0.4644,-0.0634,0.2378,349,
CAGR%,delta,5,-0.0311,0.5542,-0.0387,0.4624,363,
Sortino,delta,5,-0.0233,0.6579,-0.018,0.732,363,
AvgDailyRet%,delta,5,0.0339,0.5196,-0.0138,0.7932,363,
Sharpe,delta,5,0.0393,0.4554,0.0026,0.9608,363,
