Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,-0.0434,0.4005,-0.0623,0.2271,378,
CAGR%,level,1,-0.0737,0.1526,-0.0594,0.2495,378,
AvgDailyRet%,level,1,-0.0561,0.2769,-0.0503,0.3289,378,
Calmar,level,1,-0.079,0.1278,-0.0423,0.4158,373,
Calmar,delta,1,-0.0248,0.6336,0.0421,0.4178,372,
CAGR%,delta,1,-0.0292,0.5721,0.041,0.4277,377,
Sharpe,delta,1,0.0807,0.1177,0.0307,0.5522,377,
AvgDailyRet%,delta,1,0.0347,0.502,0.0278,0.5908,377,
Sortino,delta,1,-0.0353,0.4947,0.0104,0.8402,377,
Sortino,level,1,-0.0109,0.8321,-0.0084,0.8706,378,
CAGR%,level,3,-0.0946,0.0669,-0.0859,0.0963,376,
Sharpe,level,3,-0.1089,0.0347,-0.0833,0.1067,376,
AvgDailyRet%,level,3,-0.1082,0.036,-0.0745,0.1493,376,
Calmar,level,3,-0.1131,0.0294,-0.0631,0.2252,371,
Calmar,delta,3,-0.0006,0.9907,0.0502,0.3359,370,
Sortino,delta,3,0.0292,0.5729,0.0468,0.3662,375,
Sharpe,delta,3,0.0446,0.3894,0.0377,0.4669,375,
CAGR%,delta,3,-0.0008,0.9882,0.0212,0.6819,375,
AvgDailyRet%,delta,3,0.0025,0.9622,0.0204,0.6934,375,
Sortino,level,3,0.0089,0.8641,-0.0004,0.9944,376,
Calmar,delta,5,-0.0155,0.7663,0.1017,0.0513,368,
CAGR%,level,5,-0.1246,0.0159,-0.0942,0.0687,374,
Sharpe,level,5,-0.1538,0.0029,-0.0928,0.0731,374,
Calmar,level,5,-0.1401,0.007,-0.0924,0.0761,369,
AvgDailyRet%,level,5,-0.1425,0.0058,-0.0848,0.1014,374,
CAGR%,delta,5,-0.0106,0.8382,0.0545,0.2935,373,
Sharpe,delta,5,0.0578,0.2653,0.0447,0.3896,373,
Sortino,delta,5,0.0019,0.9707,0.0447,0.3893,373,
AvgDailyRet%,delta,5,0.0258,0.6199,0.0434,0.4031,373,
Sortino,level,5,-0.02,0.6998,-0.0223,0.668,374,
