Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,level,1,-0.0191,0.7156,0.1154,0.0268,368,yes
Calmar,level,1,-0.0888,0.0918,0.0929,0.0775,362,
Sharpe,level,1,0.0174,0.7393,0.0833,0.1108,368,
CAGR%,level,1,-0.0524,0.3158,0.0628,0.2298,368,
AvgDailyRet%,level,1,0.006,0.9092,0.0561,0.2834,368,
CAGR%,delta,1,0.0309,0.5554,-0.0403,0.4418,367,
Sharpe,delta,1,0.0529,0.3123,0.04,0.4454,367,
Calmar,delta,1,-0.0155,0.7685,-0.0293,0.5788,361,
Sortino,delta,1,0.0363,0.488,0.0132,0.8006,367,
AvgDailyRet%,delta,1,0.0292,0.5777,-0.0105,0.8409,367,
Sortino,level,3,-0.0533,0.3088,0.1963,0.0002,366,yes
Calmar,level,3,-0.1242,0.0181,0.1413,0.0071,362,yes
Sharpe,level,3,0.0175,0.7385,0.1354,0.0095,366,yes
CAGR%,level,3,-0.1031,0.0488,0.1149,0.028,366,yes
AvgDailyRet%,level,3,0.0009,0.9862,0.1018,0.0516,366,
Sharpe,delta,3,0.0102,0.8454,0.0536,0.3068,365,
AvgDailyRet%,delta,3,-0.0004,0.9932,0.0305,0.5615,365,
Calmar,delta,3,-0.006,0.9092,-0.0226,0.669,361,
CAGR%,delta,3,0.0577,0.2712,0.0087,0.8679,365,
Sortino,delta,3,0.0553,0.2921,-0.0008,0.9886,365,
Sortino,level,5,-0.1014,0.0534,0.1897,0.0003,364,yes
Calmar,level,5,-0.1736,0.0009,0.1142,0.0299,362,yes
Sharpe,level,5,0.0227,0.6654,0.1126,0.0317,364,yes
CAGR%,level,5,-0.1682,0.0013,0.0893,0.0891,364,
Sharpe,delta,5,0.0299,0.5707,0.0837,0.1113,363,
AvgDailyRet%,level,5,0.0028,0.9573,0.0759,0.1486,364,
AvgDailyRet%,delta,5,0.0096,0.856,0.0454,0.3883,363,
Sortino,delta,5,0.0858,0.1027,0.037,0.4821,363,
CAGR%,delta,5,0.076,0.1484,0.0228,0.6647,363,
Calmar,delta,5,0.0141,0.789,-0.0036,0.9451,361,
