Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,level,1,0.0441,0.3943,0.0849,0.1006,375,
CAGR%,level,1,-0.0216,0.6758,0.0814,0.114,378,
Calmar,level,1,-0.0143,0.7959,0.0798,0.1476,331,
AvgDailyRet%,level,1,0.0414,0.422,0.0775,0.1324,378,
Sortino,level,1,-0.0004,0.9941,0.0559,0.2787,378,
Calmar,delta,1,-0.0345,0.5324,-0.0549,0.3202,330,
Sortino,delta,1,-0.0058,0.9107,0.0195,0.7053,377,
AvgDailyRet%,delta,1,-0.0014,0.9785,0.0136,0.7921,377,
Sharpe,delta,1,0.0322,0.5348,0.0018,0.9724,374,
CAGR%,delta,1,-0.0377,0.4654,0.0007,0.9896,377,
Sharpe,level,3,0.0674,0.1942,0.1532,0.003,373,yes
CAGR%,level,3,-0.0297,0.5661,0.1398,0.0066,376,yes
AvgDailyRet%,level,3,0.0702,0.1746,0.1373,0.0077,376,yes
Calmar,level,3,-0.0224,0.684,0.1267,0.0211,331,yes
Sortino,level,3,-0.0001,0.9978,0.1125,0.0291,376,yes
AvgDailyRet%,delta,3,0.0115,0.8241,0.0769,0.1371,375,
Sharpe,delta,3,0.0192,0.7126,0.0726,0.1623,372,
CAGR%,delta,3,0.0484,0.3501,0.0635,0.2201,375,
Sortino,delta,3,0.0325,0.5298,0.0232,0.6536,375,
Calmar,delta,3,0.0712,0.197,-0.0126,0.82,330,
Sharpe,level,5,0.0866,0.0957,0.1573,0.0024,371,yes
Sortino,level,5,-0.0246,0.6352,0.1403,0.0066,374,yes
CAGR%,level,5,-0.0808,0.1187,0.1334,0.0098,374,yes
AvgDailyRet%,level,5,0.083,0.109,0.1318,0.0107,374,yes
Calmar,level,5,-0.0813,0.1399,0.0826,0.1336,331,
Calmar,delta,5,0.0913,0.0976,-0.073,0.1856,330,
AvgDailyRet%,delta,5,0.0412,0.4274,0.0481,0.3541,373,
Sharpe,delta,5,0.054,0.3004,0.0406,0.4361,370,
CAGR%,delta,5,0.0785,0.1301,0.0271,0.6016,373,
Sortino,delta,5,0.0519,0.3173,-0.0064,0.9024,373,
