Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,0.0053,0.9351,0.1323,0.0405,240,yes
Sharpe,level,1,0.0543,0.3187,0.1178,0.0302,339,yes
Sortino,level,1,0.0219,0.6667,0.0998,0.0496,388,yes
CAGR%,level,1,-0.0553,0.2768,0.0911,0.0731,388,
AvgDailyRet%,level,1,0.0462,0.3637,0.091,0.0733,388,
Sortino,delta,1,-0.0355,0.4868,-0.0423,0.4071,387,
Sharpe,delta,1,0.0584,0.2847,0.0225,0.6803,338,
Calmar,delta,1,-0.105,0.1053,-0.0208,0.7489,239,
CAGR%,delta,1,-0.0436,0.3926,-0.0125,0.8068,387,
AvgDailyRet%,delta,1,-0.0114,0.8224,0.0015,0.9759,387,
Calmar,level,3,0.0955,0.1402,0.1734,0.0071,240,yes
Sharpe,level,3,0.0632,0.2469,0.1607,0.0031,337,yes
Sortino,level,3,0.0453,0.3746,0.1451,0.0043,386,yes
AvgDailyRet%,level,3,0.0866,0.0893,0.1416,0.0053,386,yes
CAGR%,level,3,-0.0245,0.6313,0.1394,0.0061,386,yes
Calmar,delta,3,0.0041,0.9501,0.0572,0.3786,239,
Sharpe,delta,3,0.0574,0.2938,0.0534,0.329,336,
Sortino,delta,3,0.033,0.5185,0.044,0.3895,385,
AvgDailyRet%,delta,3,-0.0496,0.3314,0.0285,0.5774,385,
CAGR%,delta,3,-0.0774,0.1297,0.027,0.5976,385,
Sharpe,level,5,0.1078,0.0486,0.1662,0.0023,335,yes
AvgDailyRet%,level,5,0.1415,0.0055,0.1615,0.0015,384,yes
CAGR%,level,5,0.0511,0.3179,0.1561,0.0022,384,yes
Sortino,level,5,0.0297,0.5612,0.1213,0.0174,384,yes
Calmar,level,5,0.0769,0.2353,0.1115,0.0847,240,
Sharpe,delta,5,0.0304,0.58,0.0363,0.5083,334,
Calmar,delta,5,0.0029,0.9649,0.0348,0.5925,239,
Sortino,delta,5,0.0045,0.9307,0.0167,0.7442,383,
CAGR%,delta,5,-0.0227,0.6578,0.0073,0.8866,383,
AvgDailyRet%,delta,5,-0.0445,0.3852,0.0065,0.8997,383,
