Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,-0.042,0.416,0.0274,0.5953,377,
AvgDailyRet%,level,1,-0.0276,0.5922,-0.0265,0.6079,378,
Sortino,delta,1,0.0188,0.7165,-0.0259,0.6163,377,
Sharpe,delta,1,0.0913,0.0768,0.025,0.6281,377,
CAGR%,level,1,-0.0719,0.1632,-0.0236,0.6472,378,
AvgDailyRet%,delta,1,0.0437,0.3975,0.0139,0.7883,377,
Calmar,level,1,-0.0668,0.2045,-0.0128,0.8072,363,
Sharpe,level,1,-0.0218,0.673,-0.0081,0.8758,378,
Calmar,delta,1,-0.0505,0.3378,-0.0018,0.9721,362,
Sortino,level,1,-0.0049,0.9239,0.0003,0.995,378,
Sharpe,delta,3,0.0928,0.0725,0.0603,0.2442,375,
Calmar,delta,3,-0.0233,0.659,0.0446,0.3988,360,
CAGR%,delta,3,-0.0178,0.7307,0.0443,0.3927,375,
AvgDailyRet%,delta,3,0.0465,0.3692,0.0436,0.3998,375,
Sortino,delta,3,-0.0117,0.822,0.0434,0.4025,375,
CAGR%,level,3,-0.0731,0.157,-0.0231,0.6559,376,
AvgDailyRet%,level,3,-0.0735,0.1547,-0.0217,0.6751,376,
Sortino,level,3,-0.0035,0.9457,0.0167,0.7474,376,
Sharpe,level,3,-0.082,0.1124,-0.0083,0.8723,376,
Calmar,level,3,-0.0441,0.4039,0.0035,0.9477,361,
CAGR%,level,5,-0.0757,0.1438,-0.059,0.2551,374,
AvgDailyRet%,level,5,-0.1054,0.0417,-0.0575,0.2672,374,
Sharpe,delta,5,0.0958,0.0646,0.0567,0.2751,373,
Calmar,delta,5,0.0001,0.9987,0.0566,0.2857,358,
Sharpe,level,5,-0.1347,0.0091,-0.0517,0.3184,374,
AvgDailyRet%,delta,5,0.0675,0.1931,0.0378,0.4665,373,
CAGR%,delta,5,-0.0106,0.8384,0.0366,0.4805,373,
Sortino,delta,5,0.0567,0.2748,0.0328,0.5273,373,
Calmar,level,5,-0.0481,0.3633,-0.0282,0.5948,359,
Sortino,level,5,-0.0021,0.9678,-0.0186,0.7201,374,
