EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,-0.04,1.2701,133.96,-49.396,-19.14,2.712,1.1137,False
0.0,-0.05,1.2269,121.34,-54.701,-23.87,2.218,1.2298,False
0.0,-0.055,1.2228,120.03,-56.259,-24.827,2.134,1.2437,False
0.0,-0.06,1.1662,105.85,-58.799,-27.115,1.8,1.2774,False
0.0,-0.065,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0,-0.07,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0,-0.075,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0,-0.08,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0,-0.085,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0,-0.1,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0005,-0.04,1.2701,133.96,-49.396,-19.14,2.712,1.1137,False
0.0005,-0.05,1.2269,121.34,-54.701,-23.87,2.218,1.2298,False
0.0005,-0.055,1.2228,120.03,-56.259,-24.827,2.134,1.2437,False
0.0005,-0.06,1.1662,105.85,-58.799,-27.115,1.8,1.2774,False
0.0005,-0.065,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0005,-0.07,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0005,-0.075,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0005,-0.08,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0005,-0.085,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0005,-0.1,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0008,-0.04,1.2701,133.96,-49.396,-19.14,2.712,1.1137,False
0.0008,-0.05,1.2269,121.34,-54.701,-23.87,2.218,1.2298,False
0.0008,-0.055,1.2228,120.03,-56.259,-24.827,2.134,1.2437,False
0.0008,-0.06,1.1662,105.85,-58.799,-27.115,1.8,1.2774,False
0.0008,-0.065,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0008,-0.07,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0008,-0.075,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0008,-0.08,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0008,-0.085,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0008,-0.1,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.001,-0.04,1.2701,133.96,-49.396,-19.14,2.712,1.1137,False
0.001,-0.05,1.2269,121.34,-54.701,-23.87,2.218,1.2298,False
0.001,-0.055,1.2228,120.03,-56.259,-24.827,2.134,1.2437,False
0.001,-0.06,1.1662,105.85,-58.799,-27.115,1.8,1.2774,False
0.001,-0.065,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.001,-0.07,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.001,-0.075,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.001,-0.08,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.001,-0.085,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.001,-0.1,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0015,-0.04,1.2701,133.96,-49.396,-19.14,2.712,1.1137,False
0.0015,-0.05,1.2269,121.34,-54.701,-23.87,2.218,1.2298,False
0.0015,-0.055,1.2228,120.03,-56.259,-24.827,2.134,1.2437,False
0.0015,-0.06,1.1662,105.85,-58.799,-27.115,1.8,1.2774,False
0.0015,-0.065,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0015,-0.07,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0015,-0.075,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0015,-0.08,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0015,-0.085,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0015,-0.1,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.002,-0.04,1.2701,133.96,-49.396,-19.14,2.712,1.1137,False
0.002,-0.05,1.2269,121.34,-54.701,-23.87,2.218,1.2298,False
0.002,-0.055,1.2228,120.03,-56.259,-24.827,2.134,1.2437,False
0.002,-0.06,1.1662,105.85,-58.799,-27.115,1.8,1.2774,False
0.002,-0.065,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.002,-0.07,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.002,-0.075,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.002,-0.08,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.002,-0.085,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.002,-0.1,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0025,-0.04,1.2701,133.96,-49.396,-19.14,2.712,1.1137,False
0.0025,-0.05,1.2269,121.34,-54.701,-23.87,2.218,1.2298,False
0.0025,-0.055,1.2228,120.03,-56.259,-24.827,2.134,1.2437,False
0.0025,-0.06,1.1662,105.85,-58.799,-27.115,1.8,1.2774,False
0.0025,-0.065,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0025,-0.07,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0025,-0.075,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0025,-0.08,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0025,-0.085,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.0025,-0.1,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.003,-0.04,1.2701,133.96,-49.396,-19.14,2.712,1.1137,False
0.003,-0.05,1.2269,121.34,-54.701,-23.87,2.218,1.2298,False
0.003,-0.055,1.2228,120.03,-56.259,-24.827,2.134,1.2437,False
0.003,-0.06,1.1662,105.85,-58.799,-27.115,1.8,1.2774,True
0.003,-0.065,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.003,-0.07,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.003,-0.075,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.003,-0.08,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.003,-0.085,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
0.003,-0.1,1.2295,121.74,-55.922,-25.08,2.177,1.2349,False
