threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,1.2145,3,4.29,3,False,Robust plateau | baseline outside
0.975,1.2464,3,4.29,3,False,Robust plateau | baseline outside
0.99,1.2656,3,4.29,3,False,Robust plateau | baseline outside
