blocks_removed,removed_returns,sharpe,cagr_pct,maxdd_pct,delta_sharpe,delta_cagr_pct
0,,1.1514,107.35,-58.799,0.0,0.0
1,+72.4%,0.6805,19.45,-63.512,-0.4708,-87.9
2,"+72.4%, +25.6%",0.445,-3.1,-63.512,-0.7064,-110.45
3,"+72.4%, +25.6%, +25.1%",0.2039,-21.1,-69.32,-0.9475,-128.45
