TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.07,40,1.093,-41.86,2.723,-4.254,3.548,301
0.07,41,1.093,-41.86,2.723,-4.254,3.548,301
0.07,42,1.093,-41.86,2.723,-4.254,3.548,301
0.07,43,1.093,-41.86,2.723,-4.254,3.548,301
0.07,44,1.093,-41.86,2.723,-4.254,3.548,301
0.08,30,0.859,-45.89,3.51,-5.351,2.462,310
0.08,31,0.859,-45.89,3.51,-5.351,2.462,310
0.08,32,0.859,-45.89,3.51,-5.351,2.462,310
0.08,33,0.859,-45.89,3.51,-5.351,2.462,310
0.08,34,0.859,-45.89,3.51,-5.351,2.462,310
0.08,35,1.073,-36.58,1.346,-2.829,2.466,312
0.08,36,1.073,-36.58,1.346,-2.829,2.466,312
0.08,37,1.073,-36.58,1.346,-2.829,2.466,312
0.08,38,1.073,-36.58,1.346,-2.829,2.466,312
0.08,39,1.073,-36.58,1.346,-2.829,2.466,312
0.08,40,0.988,-41.86,2.861,-4.254,3.548,301
0.08,41,0.988,-41.86,2.861,-4.254,3.548,301
0.08,42,0.988,-41.86,2.861,-4.254,3.548,301
0.08,43,0.988,-41.86,2.861,-4.254,3.548,301
0.08,44,0.988,-41.86,2.861,-4.254,3.548,301
0.09,30,0.864,-45.89,3.408,-5.351,2.462,310
0.09,31,0.864,-45.89,3.408,-5.351,2.462,310
0.09,32,0.864,-45.89,3.408,-5.351,2.462,310
0.09,33,0.864,-45.89,3.408,-5.351,2.462,310
0.09,34,0.864,-45.89,3.408,-5.351,2.462,310
0.09,35,1.093,-36.58,1.31,-2.829,2.466,312
0.09,36,1.093,-36.58,1.31,-2.829,2.466,312
0.09,37,1.093,-36.58,1.31,-2.829,2.466,312
0.09,38,1.093,-36.58,1.31,-2.829,2.466,312
0.09,39,1.093,-36.58,1.31,-2.829,2.466,312
0.09,40,1.009,-41.86,2.769,-4.254,3.548,301
0.09,41,1.009,-41.86,2.769,-4.254,3.548,301
0.09,42,1.009,-41.86,2.769,-4.254,3.548,301
0.09,43,1.009,-41.86,2.769,-4.254,3.548,301
0.09,44,1.009,-41.86,2.769,-4.254,3.548,301
0.1,30,0.955,-45.89,3.408,-5.351,2.462,310
0.1,31,0.955,-45.89,3.408,-5.351,2.462,310
0.1,32,0.955,-45.89,3.408,-5.351,2.462,310
0.1,33,0.955,-45.89,3.408,-5.351,2.462,310
0.1,34,0.955,-45.89,3.408,-5.351,2.462,310
0.1,35,1.192,-36.58,1.31,-2.829,2.466,312
0.1,36,1.192,-36.58,1.31,-2.829,2.466,312
0.1,37,1.192,-36.58,1.31,-2.829,2.466,312
0.1,38,1.192,-36.58,1.31,-2.829,2.466,312
0.1,39,1.192,-36.58,1.31,-2.829,2.466,312
0.1,40,1.116,-41.86,2.769,-4.254,3.548,301
0.1,41,1.116,-41.86,2.769,-4.254,3.548,301
0.1,42,1.116,-41.86,2.769,-4.254,3.548,301
0.1,43,1.116,-41.86,2.769,-4.254,3.548,301
0.1,44,1.116,-41.86,2.769,-4.254,3.548,301
0.11,30,0.955,-45.89,3.408,-5.351,2.462,310
0.11,31,0.955,-45.89,3.408,-5.351,2.462,310
0.11,32,0.955,-45.89,3.408,-5.351,2.462,310
0.11,33,0.955,-45.89,3.408,-5.351,2.462,310
0.11,34,0.955,-45.89,3.408,-5.351,2.462,310
0.11,35,1.192,-36.58,1.31,-2.829,2.466,312
0.11,36,1.192,-36.58,1.31,-2.829,2.466,312
0.11,37,1.192,-36.58,1.31,-2.829,2.466,312
0.11,38,1.192,-36.58,1.31,-2.829,2.466,312
0.11,39,1.192,-36.58,1.31,-2.829,2.466,312
0.11,40,1.116,-41.86,2.769,-4.254,3.548,301
0.11,41,1.116,-41.86,2.769,-4.254,3.548,301
0.11,42,1.116,-41.86,2.769,-4.254,3.548,301
0.11,43,1.116,-41.86,2.769,-4.254,3.548,301
0.11,44,1.116,-41.86,2.769,-4.254,3.548,301
0.12,30,0.955,-45.89,3.408,-5.351,2.462,310
0.12,31,0.955,-45.89,3.408,-5.351,2.462,310
0.12,32,0.955,-45.89,3.408,-5.351,2.462,310
0.12,33,0.955,-45.89,3.408,-5.351,2.462,310
0.12,34,0.955,-45.89,3.408,-5.351,2.462,310
0.12,35,1.192,-36.58,1.31,-2.829,2.466,312
0.12,36,1.192,-36.58,1.31,-2.829,2.466,312
0.12,37,1.192,-36.58,1.31,-2.829,2.466,312
0.12,38,1.192,-36.58,1.31,-2.829,2.466,312
0.12,39,1.192,-36.58,1.31,-2.829,2.466,312
0.12,40,1.116,-41.86,2.769,-4.254,3.548,301
0.12,41,1.116,-41.86,2.769,-4.254,3.548,301
0.12,42,1.116,-41.86,2.769,-4.254,3.548,301
0.12,43,1.116,-41.86,2.769,-4.254,3.548,301
0.12,44,1.116,-41.86,2.769,-4.254,3.548,301
0.13,30,0.955,-45.89,3.408,-5.351,2.462,310
0.13,31,0.955,-45.89,3.408,-5.351,2.462,310
0.13,32,0.955,-45.89,3.408,-5.351,2.462,310
0.13,33,0.955,-45.89,3.408,-5.351,2.462,310
0.13,34,0.955,-45.89,3.408,-5.351,2.462,310
0.13,35,1.192,-36.58,1.31,-2.829,2.466,312
0.13,36,1.192,-36.58,1.31,-2.829,2.466,312
0.13,37,1.192,-36.58,1.31,-2.829,2.466,312
0.13,38,1.192,-36.58,1.31,-2.829,2.466,312
0.13,39,1.192,-36.58,1.31,-2.829,2.466,312
0.13,40,1.116,-41.86,2.769,-4.254,3.548,301
0.13,41,1.116,-41.86,2.769,-4.254,3.548,301
0.13,42,1.116,-41.86,2.769,-4.254,3.548,301
0.13,43,1.116,-41.86,2.769,-4.254,3.548,301
0.13,44,1.116,-41.86,2.769,-4.254,3.548,301
0.14,30,0.955,-45.89,3.408,-5.351,2.462,310
0.14,31,0.955,-45.89,3.408,-5.351,2.462,310
0.14,32,0.955,-45.89,3.408,-5.351,2.462,310
0.14,33,0.955,-45.89,3.408,-5.351,2.462,310
0.14,34,0.955,-45.89,3.408,-5.351,2.462,310
0.14,35,1.192,-36.58,1.31,-2.829,2.466,312
0.14,36,1.192,-36.58,1.31,-2.829,2.466,312
0.14,37,1.192,-36.58,1.31,-2.829,2.466,312
0.14,38,1.192,-36.58,1.31,-2.829,2.466,312
0.14,39,1.192,-36.58,1.31,-2.829,2.466,312
0.14,40,1.116,-41.86,2.769,-4.254,3.548,301
0.14,41,1.116,-41.86,2.769,-4.254,3.548,301
0.14,42,1.116,-41.86,2.769,-4.254,3.548,301
0.14,43,1.116,-41.86,2.769,-4.254,3.548,301
0.14,44,1.116,-41.86,2.769,-4.254,3.548,301
0.15,30,0.955,-45.89,3.408,-5.351,2.462,310
0.15,31,0.955,-45.89,3.408,-5.351,2.462,310
0.15,32,0.955,-45.89,3.408,-5.351,2.462,310
0.15,33,0.955,-45.89,3.408,-5.351,2.462,310
0.15,34,0.955,-45.89,3.408,-5.351,2.462,310
0.15,35,1.192,-36.58,1.31,-2.829,2.466,312
0.15,36,1.192,-36.58,1.31,-2.829,2.466,312
0.15,37,1.192,-36.58,1.31,-2.829,2.466,312
0.15,38,1.192,-36.58,1.31,-2.829,2.466,312
0.15,39,1.192,-36.58,1.31,-2.829,2.466,312
0.15,40,1.116,-41.86,2.769,-4.254,3.548,301
0.15,41,1.116,-41.86,2.769,-4.254,3.548,301
0.15,42,1.116,-41.86,2.769,-4.254,3.548,301
0.15,43,1.116,-41.86,2.769,-4.254,3.548,301
0.15,44,1.116,-41.86,2.769,-4.254,3.548,301
0.16,30,0.955,-45.89,3.408,-5.351,2.462,310
0.16,31,0.955,-45.89,3.408,-5.351,2.462,310
0.16,32,0.955,-45.89,3.408,-5.351,2.462,310
0.16,33,0.955,-45.89,3.408,-5.351,2.462,310
0.16,34,0.955,-45.89,3.408,-5.351,2.462,310
0.16,35,1.192,-36.58,1.31,-2.829,2.466,312
0.16,36,1.192,-36.58,1.31,-2.829,2.466,312
0.16,37,1.192,-36.58,1.31,-2.829,2.466,312
0.16,38,1.192,-36.58,1.31,-2.829,2.466,312
0.16,39,1.192,-36.58,1.31,-2.829,2.466,312
0.16,40,1.116,-41.86,2.769,-4.254,3.548,301
0.16,41,1.116,-41.86,2.769,-4.254,3.548,301
0.16,42,1.116,-41.86,2.769,-4.254,3.548,301
0.16,43,1.116,-41.86,2.769,-4.254,3.548,301
0.16,44,1.116,-41.86,2.769,-4.254,3.548,301
