TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.04,30,0.931,-35.18,3.171,-5.567,1.71,310
0.04,31,0.931,-35.18,3.171,-5.567,1.71,310
0.04,32,0.931,-35.18,3.171,-5.567,1.71,310
0.04,33,0.931,-35.18,3.171,-5.567,1.71,310
0.04,34,0.931,-35.18,3.171,-5.567,1.71,310
0.04,35,1.086,-27.39,1.329,-3.032,1.704,312
0.04,36,1.086,-27.39,1.329,-3.032,1.704,312
0.04,37,1.086,-27.39,1.329,-3.032,1.704,312
0.04,38,1.086,-27.39,1.329,-3.032,1.704,312
0.04,39,1.086,-27.39,1.329,-3.032,1.704,312
0.04,40,0.931,-36.15,2.953,-4.847,3.548,301
0.04,41,0.931,-36.15,2.953,-4.847,3.548,301
0.04,42,0.931,-36.15,2.953,-4.847,3.548,301
0.04,43,0.931,-36.15,2.953,-4.847,3.548,301
0.04,44,0.931,-36.15,2.953,-4.847,3.548,301
0.05,30,0.792,-44.71,6.778,-7.046,2.462,310
0.05,31,0.792,-44.71,6.778,-7.046,2.462,310
0.05,32,0.792,-44.71,6.778,-7.046,2.462,310
0.05,33,0.792,-44.71,6.778,-7.046,2.462,310
0.05,34,0.792,-44.71,6.778,-7.046,2.462,310
0.05,35,0.976,-36.68,1.917,-4.461,2.466,312
0.05,36,0.976,-36.68,1.917,-4.461,2.466,312
0.05,37,0.976,-36.68,1.917,-4.461,2.466,312
0.05,38,0.976,-36.68,1.917,-4.461,2.466,312
0.05,39,0.976,-36.68,1.917,-4.461,2.466,312
0.05,40,0.84,-46.15,7.044,-6.073,3.548,301
0.05,41,0.84,-46.15,7.044,-6.073,3.548,301
0.05,42,0.84,-46.15,7.044,-6.073,3.548,301
0.05,43,0.84,-46.15,7.044,-6.073,3.548,301
0.05,44,0.84,-46.15,7.044,-6.073,3.548,301
0.06,30,0.801,-47.68,5.286,-7.3,2.462,310
0.06,31,0.801,-47.68,5.286,-7.3,2.462,310
0.06,32,0.801,-47.68,5.286,-7.3,2.462,310
0.06,33,0.801,-47.68,5.286,-7.3,2.462,310
0.06,34,0.801,-47.68,5.286,-7.3,2.462,310
0.06,35,1.012,-39.41,1.83,-4.689,2.466,312
0.06,36,1.012,-39.41,1.83,-4.689,2.466,312
0.06,37,1.012,-39.41,1.83,-4.689,2.466,312
0.06,38,1.012,-39.41,1.83,-4.689,2.466,312
0.06,39,1.012,-39.41,1.83,-4.689,2.466,312
0.06,40,0.907,-45.4,4.355,-6.358,3.548,301
0.06,41,0.907,-45.4,4.355,-6.358,3.548,301
0.06,42,0.907,-45.4,4.355,-6.358,3.548,301
0.06,43,0.907,-45.4,4.355,-6.358,3.548,301
0.06,44,0.907,-45.4,4.355,-6.358,3.548,301
0.07,30,0.897,-45.89,3.298,-5.351,2.462,310
0.07,31,0.897,-45.89,3.298,-5.351,2.462,310
0.07,32,0.897,-45.89,3.298,-5.351,2.462,310
0.07,33,0.897,-45.89,3.298,-5.351,2.462,310
0.07,34,0.897,-45.89,3.298,-5.351,2.462,310
0.07,35,1.172,-36.58,1.292,-2.829,2.466,312
0.07,36,1.172,-36.58,1.292,-2.829,2.466,312
0.07,37,1.172,-36.58,1.292,-2.829,2.466,312
0.07,38,1.172,-36.58,1.292,-2.829,2.466,312
0.07,39,1.172,-36.58,1.292,-2.829,2.466,312
