TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.04,35,1.086,-27.39,1.329,-3.032,1.704,312
0.05,35,0.976,-36.68,1.917,-4.461,2.466,312
0.06,35,1.012,-39.41,1.83,-4.689,2.466,312
0.07,35,1.172,-36.58,1.292,-2.829,2.466,312
0.08,35,1.073,-36.58,1.346,-2.829,2.466,312
0.09,35,1.093,-36.58,1.31,-2.829,2.466,312
0.1,35,1.192,-36.58,1.31,-2.829,2.466,312
0.11,35,1.192,-36.58,1.31,-2.829,2.466,312
0.12,35,1.192,-36.58,1.31,-2.829,2.466,312
0.13,35,1.192,-36.58,1.31,-2.829,2.466,312
0.14,35,1.192,-36.58,1.31,-2.829,2.466,312
0.15,35,1.192,-36.58,1.31,-2.829,2.466,312
0.16,35,1.192,-36.58,1.31,-2.829,2.466,312
