threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,1.2066,72,90.0,48,False,Robust plateau | baseline outside
0.975,1.2383,8,10.0,8,False,Robust plateau | baseline outside
0.99,1.2574,8,10.0,8,False,Robust plateau | baseline outside
