L_BASE,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,0.6,1.1485,36.61,-20.167,-7.395,1.815,1.2968,False
0.0,0.8,1.1334,47.44,-25.875,-9.86,1.833,1.3264,False
0.0,1.0,1.1617,60.62,-31.253,-12.325,1.94,1.2829,False
0.0,1.2,1.1665,71.52,-36.523,-14.79,1.958,1.2737,False
0.0,1.4,1.1583,79.82,-41.524,-17.255,1.922,1.2774,False
0.0,1.5,1.1584,84.18,-43.918,-18.488,1.917,1.2774,False
0.0,1.6,1.1599,88.43,-46.243,-19.72,1.912,1.2774,False
0.0,1.8,1.1625,95.87,-50.688,-22.185,1.891,1.2774,False
0.0,2.0,1.1645,101.73,-54.87,-24.65,1.854,1.2774,False
0.1,0.6,1.1485,36.61,-20.167,-7.395,1.815,1.2968,False
0.1,0.8,1.1334,47.44,-25.875,-9.86,1.833,1.3264,False
0.1,1.0,1.1617,60.62,-31.253,-12.325,1.94,1.2829,False
0.1,1.2,1.1665,71.52,-36.523,-14.79,1.958,1.2737,False
0.1,1.4,1.1583,79.82,-41.524,-17.255,1.922,1.2774,False
0.1,1.5,1.1584,84.18,-43.918,-18.488,1.917,1.2774,False
0.1,1.6,1.1599,88.43,-46.243,-19.72,1.912,1.2774,False
0.1,1.8,1.1625,95.87,-50.688,-22.185,1.891,1.2774,False
0.1,2.0,1.1645,101.73,-54.87,-24.65,1.854,1.2774,False
0.2,0.6,1.1485,36.61,-20.167,-7.395,1.815,1.2968,False
0.2,0.8,1.1334,47.44,-25.875,-9.86,1.833,1.3264,False
0.2,1.0,1.1617,60.62,-31.253,-12.325,1.94,1.2829,False
0.2,1.2,1.1665,71.52,-36.523,-14.79,1.958,1.2737,False
0.2,1.4,1.1583,79.82,-41.524,-17.255,1.922,1.2774,False
0.2,1.5,1.1584,84.18,-43.918,-18.488,1.917,1.2774,False
0.2,1.6,1.1599,88.43,-46.243,-19.72,1.912,1.2774,False
0.2,1.8,1.1625,95.87,-50.688,-22.185,1.891,1.2774,False
0.2,2.0,1.1645,101.73,-54.87,-24.65,1.854,1.2774,False
0.3,0.6,1.1485,36.61,-20.167,-7.395,1.815,1.2968,False
0.3,0.8,1.1334,47.44,-25.875,-9.86,1.833,1.3264,False
0.3,1.0,1.1617,60.62,-31.253,-12.325,1.94,1.2829,False
0.3,1.2,1.1665,71.52,-36.523,-14.79,1.958,1.2737,False
0.3,1.4,1.1583,79.82,-41.524,-17.255,1.922,1.2774,False
0.3,1.5,1.1584,84.18,-43.918,-18.488,1.917,1.2774,False
0.3,1.6,1.1599,88.43,-46.243,-19.72,1.912,1.2774,False
0.3,1.8,1.1625,95.87,-50.688,-22.185,1.891,1.2774,False
0.3,2.0,1.1645,101.73,-54.87,-24.65,1.854,1.2774,False
0.4,0.6,1.1485,36.61,-20.167,-7.395,1.815,1.2968,False
0.4,0.8,1.1334,47.44,-25.875,-9.86,1.833,1.3264,False
0.4,1.0,1.1617,60.62,-31.253,-12.325,1.94,1.2829,False
0.4,1.2,1.1665,71.52,-36.523,-14.79,1.958,1.2737,False
0.4,1.4,1.1583,79.82,-41.524,-17.255,1.922,1.2774,False
0.4,1.5,1.1584,84.18,-43.918,-18.488,1.917,1.2774,False
0.4,1.6,1.1599,88.43,-46.243,-19.72,1.912,1.2774,False
0.4,1.8,1.1625,95.87,-50.688,-22.185,1.891,1.2774,False
0.4,2.0,1.1645,101.73,-54.87,-24.65,1.854,1.2774,False
0.5,0.6,1.1485,36.61,-20.167,-7.395,1.815,1.2968,False
0.5,0.8,1.1334,47.44,-25.875,-9.86,1.833,1.3264,False
0.5,1.0,1.1617,60.62,-31.253,-12.325,1.94,1.2829,False
0.5,1.2,1.1665,71.52,-36.523,-14.79,1.958,1.2737,False
0.5,1.4,1.1583,79.82,-41.524,-17.255,1.922,1.2774,False
0.5,1.5,1.1584,84.18,-43.918,-18.488,1.917,1.2774,False
0.5,1.6,1.1599,88.43,-46.243,-19.72,1.912,1.2774,False
0.5,1.8,1.1625,95.87,-50.688,-22.185,1.891,1.2774,False
0.5,2.0,1.1645,101.73,-54.87,-24.65,1.854,1.2774,False
0.6,0.6,1.1485,36.61,-20.167,-7.395,1.815,1.2968,False
0.6,0.8,1.1334,47.44,-25.875,-9.86,1.833,1.3264,False
0.6,1.0,1.1617,60.62,-31.253,-12.325,1.94,1.2829,False
0.6,1.2,1.1665,71.52,-36.523,-14.79,1.958,1.2737,False
0.6,1.4,1.1583,79.82,-41.524,-17.255,1.922,1.2774,False
0.6,1.5,1.1584,84.18,-43.918,-18.488,1.917,1.2774,False
0.6,1.6,1.1599,88.43,-46.243,-19.72,1.912,1.2774,False
0.6,1.8,1.1625,95.87,-50.688,-22.185,1.891,1.2774,False
0.6,2.0,1.1645,101.73,-54.87,-24.65,1.854,1.2774,False
