slippage_one_way_pct,round_trip_pct,sharpe,sharpe_delta,cagr_pct,maxdd_pct,calmar,grade
0.05,0.1,1.0844,-0.067,90.76,-59.13,1.53,Weak
0.1,0.2,1.0172,-0.1341,75.48,-59.46,1.27,Weak
0.25,0.5,0.8151,-0.3363,36.53,-60.42,0.6,Unusable
0.5,1.0,0.4762,-0.6751,-10.3,-61.99,-0.17,Unusable
1.0,2.0,-0.205,-1.3564,-61.53,-78.47,-0.78,Unusable
