Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.1058,0.0376,0.0823,0.1061,387,
Sharpe,level,1,-0.0644,0.2276,-0.0506,0.3432,353,
AvgDailyRet%,delta,1,0.0654,0.1993,0.045,0.3776,387,
CAGR%,level,1,-0.0261,0.6077,-0.0432,0.3959,388,
CAGR%,delta,1,0.0057,0.9112,0.0424,0.4052,387,
AvgDailyRet%,level,1,-0.0751,0.14,-0.0409,0.4213,388,
Sharpe,delta,1,0.0857,0.1087,0.0358,0.5027,352,
Calmar,level,1,-0.0432,0.4945,-0.025,0.693,252,
Sortino,level,1,-0.0468,0.3575,0.0064,0.9004,388,
Calmar,delta,1,-0.1252,0.0475,0.0007,0.9908,251,
Sharpe,level,3,-0.1687,0.0015,-0.125,0.0192,351,yes
CAGR%,level,3,-0.05,0.3272,-0.1138,0.0254,386,yes
AvgDailyRet%,level,3,-0.1635,0.0013,-0.1131,0.0264,386,yes
Sortino,level,3,-0.1304,0.0103,-0.0862,0.0909,386,
Calmar,delta,3,-0.0341,0.5911,-0.0634,0.317,251,
Calmar,level,3,0.0576,0.3626,-0.0463,0.4648,252,
Sortino,delta,3,-0.0234,0.6476,0.0329,0.5194,385,
AvgDailyRet%,delta,3,-0.0182,0.7212,-0.0123,0.81,385,
CAGR%,delta,3,-0.0038,0.9411,-0.0098,0.8483,385,
Sharpe,delta,3,0.0263,0.6237,-0.0082,0.8791,350,
Sharpe,level,5,-0.1983,0.0002,-0.1454,0.0065,349,yes
AvgDailyRet%,level,5,-0.1729,0.0007,-0.1317,0.0098,384,yes
CAGR%,level,5,-0.0593,0.2461,-0.1312,0.0101,384,yes
Sortino,level,5,-0.1476,0.0038,-0.1276,0.0124,384,yes
AvgDailyRet%,delta,5,-0.0311,0.5445,-0.0544,0.288,383,
CAGR%,delta,5,-0.0053,0.9182,-0.0539,0.2929,383,
Sharpe,delta,5,-0.029,0.5904,-0.0458,0.3943,348,
Sortino,delta,5,-0.0089,0.8622,-0.039,0.4465,383,
Calmar,level,5,0.0219,0.7291,-0.0095,0.8804,252,
Calmar,delta,5,-0.0074,0.9068,-0.0042,0.9467,251,
