Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0888,0.089,-0.1236,0.0177,368,yes
AvgDailyRet%,level,1,-0.1186,0.0229,-0.121,0.0203,368,yes
Sharpe,level,1,-0.1394,0.0074,-0.1164,0.0256,368,yes
Calmar,level,1,-0.0352,0.5041,-0.1152,0.0282,363,yes
Sortino,level,1,-0.0119,0.82,-0.063,0.2279,368,
Sharpe,delta,1,0.0615,0.2403,0.0342,0.5134,367,
AvgDailyRet%,delta,1,0.0326,0.5334,0.0188,0.7195,367,
CAGR%,delta,1,-0.0309,0.5548,-0.0076,0.8845,367,
Sortino,delta,1,-0.0108,0.836,0.0058,0.9122,367,
Calmar,delta,1,-0.0947,0.0719,0.0056,0.9155,362,
CAGR%,level,3,-0.1121,0.032,-0.1895,0.0003,366,yes
Calmar,level,3,-0.0147,0.7804,-0.1895,0.0003,361,yes
Sharpe,level,3,-0.2804,0.0,-0.1868,0.0003,366,yes
AvgDailyRet%,level,3,-0.2212,0.0,-0.185,0.0004,366,yes
Sortino,level,3,-0.0334,0.5243,-0.1286,0.0138,366,yes
Sortino,delta,3,-0.0018,0.9732,0.0214,0.6843,365,
CAGR%,delta,3,-0.0441,0.4005,-0.0212,0.687,365,
Calmar,delta,3,-0.0658,0.2127,-0.0058,0.9124,360,
AvgDailyRet%,delta,3,0.0046,0.931,-0.0057,0.913,365,
Sharpe,delta,3,0.0187,0.7221,-0.0024,0.964,365,
Calmar,level,5,-0.0043,0.935,-0.2595,0.0,359,yes
CAGR%,level,5,-0.133,0.0111,-0.2476,0.0,364,yes
Sharpe,level,5,-0.372,0.0,-0.2453,0.0,364,yes
AvgDailyRet%,level,5,-0.2954,0.0,-0.2399,0.0,364,yes
Sortino,level,5,-0.0428,0.4151,-0.1851,0.0004,364,yes
Calmar,delta,5,-0.0356,0.5015,0.0113,0.8309,358,
CAGR%,delta,5,-0.0194,0.7123,-0.0055,0.9169,363,
Sortino,delta,5,0.0308,0.5582,-0.0055,0.9175,363,
Sharpe,delta,5,0.0017,0.9749,-0.0053,0.92,363,
AvgDailyRet%,delta,5,0.0254,0.6302,0.0052,0.9217,363,
