Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0092,0.887,-0.0688,0.2851,243,
AvgDailyRet%,level,1,-0.0615,0.2267,-0.0471,0.355,388,
CAGR%,level,1,-0.0094,0.8537,-0.0436,0.3922,388,
Calmar,delta,1,-0.004,0.9503,0.0282,0.6622,242,
Sortino,level,1,-0.0137,0.7878,-0.0241,0.6355,388,
Sharpe,level,1,-0.0578,0.2922,-0.023,0.6758,334,
AvgDailyRet%,delta,1,0.0007,0.9897,-0.0121,0.8118,387,
Sortino,delta,1,0.0016,0.9746,-0.0103,0.8394,387,
CAGR%,delta,1,-0.0036,0.9435,0.0015,0.9768,387,
Sharpe,delta,1,0.005,0.927,-0.0007,0.99,333,
Calmar,level,3,-0.0158,0.8065,-0.1851,0.0038,243,yes
CAGR%,level,3,-0.0143,0.7796,-0.1438,0.0046,386,yes
AvgDailyRet%,level,3,-0.0999,0.0499,-0.1387,0.0063,386,yes
Sortino,level,3,-0.044,0.3882,-0.1378,0.0067,386,yes
Sharpe,level,3,-0.1156,0.0352,-0.1219,0.0263,332,yes
CAGR%,delta,3,-0.0022,0.9651,0.0636,0.2127,385,
Sortino,delta,3,0.0018,0.9717,0.0501,0.3269,385,
Sharpe,delta,3,0.0014,0.9796,0.0408,0.4591,331,
AvgDailyRet%,delta,3,-0.0032,0.9506,0.0402,0.432,385,
Calmar,delta,3,-0.0025,0.9697,-0.0272,0.6741,242,
CAGR%,level,5,-0.0171,0.7377,-0.2345,0.0,384,yes
Calmar,level,5,-0.0218,0.7356,-0.2286,0.0003,242,yes
Sortino,level,5,-0.0762,0.1362,-0.2265,0.0,384,yes
AvgDailyRet%,level,5,-0.1371,0.0071,-0.2241,0.0,384,yes
Sharpe,level,5,-0.1587,0.0038,-0.208,0.0001,330,yes
Calmar,delta,5,-0.0018,0.9772,-0.0171,0.7922,241,
Sharpe,delta,5,0.0136,0.8057,-0.0161,0.771,329,
AvgDailyRet%,delta,5,0.0054,0.9163,-0.0088,0.8644,383,
Sortino,delta,5,0.0296,0.5639,-0.0076,0.8827,383,
CAGR%,delta,5,-0.0017,0.9734,0.0007,0.9893,383,
