Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,level,1,-0.0953,0.0643,-0.0989,0.0546,378,
Calmar,delta,1,0.001,0.9862,0.058,0.2948,328,
CAGR%,delta,1,0.0136,0.7931,0.0571,0.2686,377,
Calmar,level,1,-0.0059,0.9157,-0.0438,0.4281,329,
Sharpe,delta,1,-0.0446,0.3946,0.0433,0.408,367,
CAGR%,level,1,0.0045,0.9301,-0.0372,0.4704,378,
AvgDailyRet%,level,1,-0.0896,0.0821,-0.0302,0.5586,378,
Sharpe,level,1,-0.0914,0.0798,-0.0278,0.5954,368,
Sortino,delta,1,-0.0419,0.4174,0.0241,0.6416,377,
AvgDailyRet%,delta,1,-0.0599,0.2456,0.0209,0.6859,377,
Sortino,level,3,-0.1326,0.0101,-0.1707,0.0009,376,yes
Calmar,level,3,-0.0317,0.5684,-0.0987,0.0746,327,
CAGR%,level,3,-0.0228,0.6598,-0.0969,0.0604,376,
Sharpe,level,3,-0.1407,0.007,-0.0936,0.0738,366,
AvgDailyRet%,level,3,-0.1403,0.0064,-0.0911,0.0778,376,
Sharpe,delta,3,-0.0123,0.8143,0.0721,0.1691,365,
CAGR%,delta,3,0.0313,0.5454,0.0454,0.3806,375,
AvgDailyRet%,delta,3,0.0024,0.9626,0.0416,0.4217,375,
Sortino,delta,3,-0.0607,0.2412,0.0381,0.4621,375,
Calmar,delta,3,0.0232,0.6767,0.003,0.9567,326,
Sortino,level,5,-0.1451,0.0049,-0.1893,0.0002,374,yes
CAGR%,level,5,-0.0499,0.3356,-0.123,0.0173,374,yes
AvgDailyRet%,level,5,-0.1828,0.0004,-0.1216,0.0187,374,yes
Sharpe,level,5,-0.1664,0.0014,-0.1132,0.0309,364,yes
Calmar,level,5,-0.0558,0.3157,-0.1099,0.0478,325,yes
CAGR%,delta,5,0.0238,0.6464,-0.0432,0.4054,373,
Sharpe,delta,5,-0.0166,0.7519,-0.0422,0.4223,363,
AvgDailyRet%,delta,5,-0.0076,0.8833,-0.0389,0.4536,373,
Calmar,delta,5,0.0165,0.7674,-0.0359,0.5194,324,
Sortino,delta,5,-0.0382,0.4616,-0.031,0.5503,373,
