Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,-0.0544,0.2986,-0.0505,0.3351,367,
Sortino,delta,1,-0.0195,0.7096,-0.0498,0.3411,367,
AvgDailyRet%,delta,1,-0.05,0.3395,-0.049,0.3494,367,
Calmar,level,1,-0.0875,0.1027,-0.0349,0.5161,349,
CAGR%,delta,1,-0.0029,0.9562,-0.0236,0.6527,367,
AvgDailyRet%,level,1,-0.0784,0.1336,-0.0145,0.781,368,
Sortino,level,1,-0.0198,0.7052,-0.0111,0.8314,368,
Sharpe,level,1,-0.0852,0.1027,-0.0063,0.9041,368,
Calmar,delta,1,-0.0053,0.9217,0.0039,0.9423,348,
CAGR%,level,1,-0.085,0.1034,-0.0023,0.9654,368,
Calmar,level,3,-0.1144,0.0331,-0.0501,0.3525,347,
AvgDailyRet%,level,3,-0.1253,0.0165,-0.0345,0.51,366,
Sharpe,level,3,-0.1341,0.0102,-0.0314,0.549,366,
Calmar,delta,3,-0.0488,0.3651,-0.0292,0.5888,346,
Sortino,delta,3,-0.043,0.4132,0.0178,0.7353,365,
Sortino,level,3,-0.0156,0.766,-0.0167,0.7508,366,
CAGR%,level,3,-0.1154,0.0273,-0.0154,0.769,366,
CAGR%,delta,3,-0.0492,0.3488,-0.0106,0.8404,365,
Sharpe,delta,3,0.0301,0.566,0.0058,0.9114,365,
AvgDailyRet%,delta,3,0.029,0.5813,-0.0009,0.9857,365,
Calmar,delta,5,-0.0407,0.4518,-0.0842,0.1192,344,
Calmar,level,5,-0.0947,0.0791,-0.0841,0.119,345,
AvgDailyRet%,level,5,-0.188,0.0003,-0.0837,0.1111,364,
Sharpe,level,5,-0.2047,0.0001,-0.0778,0.1385,364,
CAGR%,level,5,-0.0948,0.0708,-0.0656,0.2116,364,
CAGR%,delta,5,-0.0405,0.4421,-0.0645,0.2199,363,
Sortino,level,5,0.0006,0.9908,-0.0508,0.3338,364,
Sharpe,delta,5,0.0219,0.6769,-0.0416,0.4296,363,
AvgDailyRet%,delta,5,0.029,0.5823,-0.0382,0.4678,363,
Sortino,delta,5,-0.0324,0.538,0.005,0.9245,363,
