Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,-0.1153,0.0251,0.0532,0.3032,377,
Sharpe,delta,1,0.0689,0.1858,0.0514,0.3232,371,
AvgDailyRet%,delta,1,0.0145,0.7796,0.0495,0.3378,377,
Calmar,delta,1,-0.1151,0.0336,0.0458,0.3994,341,
Sortino,delta,1,0.0051,0.922,0.0346,0.5032,377,
CAGR%,level,1,-0.07,0.1746,-0.0316,0.5408,378,
AvgDailyRet%,level,1,-0.065,0.2075,-0.0299,0.5617,378,
Sharpe,level,1,-0.0377,0.4688,-0.0225,0.6647,372,
Calmar,level,1,-0.0626,0.2482,-0.0052,0.924,342,
Sortino,level,1,-0.0195,0.7059,-0.0038,0.942,378,
Calmar,delta,3,-0.0659,0.2262,0.0467,0.3914,339,
CAGR%,level,3,-0.0259,0.6171,-0.0405,0.4335,376,
Sortino,delta,3,-0.0042,0.9358,0.0402,0.4377,375,
AvgDailyRet%,level,3,-0.1182,0.0219,-0.0362,0.4839,376,
CAGR%,delta,3,-0.069,0.1826,0.0245,0.6358,375,
Sharpe,level,3,-0.0998,0.0552,-0.0188,0.7189,370,
Sharpe,delta,3,0.05,0.3383,0.0136,0.7944,369,
Calmar,level,3,-0.0769,0.1573,0.0083,0.8792,340,
Sortino,level,3,-0.0294,0.5698,0.0083,0.8727,376,
AvgDailyRet%,delta,3,-0.0139,0.7884,0.0002,0.9969,375,
Calmar,delta,5,-0.0331,0.5442,0.0763,0.1624,337,
CAGR%,level,5,-0.0055,0.9153,-0.0635,0.2205,374,
AvgDailyRet%,level,5,-0.1413,0.0062,-0.0581,0.2622,374,
Sharpe,level,5,-0.1392,0.0075,-0.0389,0.4571,368,
Sortino,level,5,-0.0387,0.4554,-0.0359,0.4886,374,
CAGR%,delta,5,-0.0178,0.7315,0.0193,0.7107,373,
Calmar,level,5,-0.0959,0.0782,-0.0118,0.8294,338,
Sortino,delta,5,0.0017,0.9732,0.0101,0.8454,373,
Sharpe,delta,5,0.0584,0.2646,0.0067,0.8987,367,
AvgDailyRet%,delta,5,0.0178,0.7315,0.0061,0.9061,373,
