Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
AvgDailyRet%,level,1,-0.1257,0.0159,-0.1248,0.0166,368,yes
CAGR%,level,1,-0.0857,0.1007,-0.1226,0.0186,368,yes
Calmar,level,1,-0.0358,0.4963,-0.1219,0.0202,363,yes
Sharpe,level,1,-0.1445,0.0055,-0.1163,0.0257,368,yes
Sortino,level,1,0.0072,0.8912,-0.0474,0.3646,368,
Sortino,delta,1,-0.021,0.6879,-0.0168,0.7487,367,
AvgDailyRet%,delta,1,0.0238,0.6501,-0.0116,0.8242,367,
Calmar,delta,1,-0.1175,0.0254,0.0099,0.8509,362,
CAGR%,delta,1,-0.0566,0.2795,-0.0096,0.8551,367,
Sharpe,delta,1,0.0737,0.1589,-0.0003,0.9952,367,
Calmar,level,3,0.0133,0.8011,-0.1772,0.0007,361,yes
CAGR%,level,3,-0.0748,0.1535,-0.1736,0.0009,366,yes
AvgDailyRet%,level,3,-0.2293,0.0,-0.1722,0.0009,366,yes
Sharpe,level,3,-0.2939,0.0,-0.1721,0.0009,366,yes
Sortino,level,3,0.0079,0.88,-0.0884,0.0914,366,
AvgDailyRet%,delta,3,-0.0104,0.8427,-0.035,0.505,365,
Sharpe,delta,3,0.021,0.6891,-0.0316,0.5472,365,
CAGR%,delta,3,-0.066,0.2087,-0.0236,0.6536,365,
Sortino,delta,3,-0.0023,0.9653,-0.0192,0.7142,365,
Calmar,delta,3,-0.0753,0.1539,-0.0113,0.8301,360,
Calmar,level,5,0.0411,0.4375,-0.2426,0.0,359,yes
AvgDailyRet%,level,5,-0.2984,0.0,-0.238,0.0,364,yes
Sharpe,level,5,-0.3859,0.0,-0.2377,0.0,364,yes
CAGR%,level,5,-0.0615,0.2417,-0.233,0.0,364,yes
Sortino,level,5,0.0078,0.8828,-0.1504,0.004,364,yes
Sortino,delta,5,0.0406,0.4407,-0.0449,0.3938,363,
Sharpe,delta,5,-0.0095,0.8562,-0.0251,0.6341,363,
AvgDailyRet%,delta,5,0.0091,0.8633,-0.0198,0.7065,363,
Calmar,delta,5,-0.0329,0.5348,0.015,0.7775,358,
CAGR%,delta,5,-0.0393,0.4556,-0.0102,0.8463,363,
