Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.0949,0.0621,0.0868,0.0881,387,
CAGR%,level,1,-0.0683,0.1793,-0.0746,0.1426,388,
AvgDailyRet%,level,1,-0.0722,0.1555,-0.0746,0.1423,388,
Calmar,level,1,-0.0225,0.7097,-0.066,0.2746,276,
Sharpe,level,1,-0.0559,0.289,-0.0569,0.2804,362,
AvgDailyRet%,delta,1,0.0562,0.2704,0.0446,0.3819,387,
Sharpe,delta,1,0.0699,0.1851,0.0395,0.4548,361,
CAGR%,delta,1,0.0624,0.2205,0.0392,0.4423,387,
Calmar,delta,1,-0.0042,0.9444,-0.012,0.8426,275,
Sortino,level,1,-0.067,0.1878,-0.0059,0.9075,388,
CAGR%,level,3,-0.1732,0.0006,-0.1415,0.0054,386,yes
AvgDailyRet%,level,3,-0.1584,0.0018,-0.1397,0.006,386,yes
Sharpe,level,3,-0.1622,0.002,-0.131,0.0129,360,yes
Calmar,level,3,-0.0438,0.4691,-0.1274,0.0343,276,yes
Sortino,level,3,-0.1552,0.0022,-0.0985,0.0533,386,
Sortino,delta,3,-0.0194,0.7051,0.0888,0.0817,385,
Sharpe,delta,3,0.0453,0.3919,0.0549,0.2994,359,
AvgDailyRet%,delta,3,0.0105,0.8374,0.0377,0.4603,385,
CAGR%,delta,3,-0.0551,0.2812,0.0305,0.5505,385,
Calmar,delta,3,-0.0021,0.9721,0.0019,0.9755,275,
Sharpe,level,5,-0.2098,0.0001,-0.1966,0.0002,358,yes
CAGR%,level,5,-0.1043,0.0412,-0.1872,0.0002,384,yes
AvgDailyRet%,level,5,-0.1844,0.0003,-0.1847,0.0003,384,yes
Sortino,level,5,-0.1684,0.0009,-0.1602,0.0016,384,yes
Calmar,level,5,-0.0605,0.3165,-0.1596,0.0079,276,yes
CAGR%,delta,5,-0.0706,0.1681,-0.0559,0.2749,383,
Sortino,delta,5,-0.0448,0.3816,-0.0388,0.4494,383,
AvgDailyRet%,delta,5,-0.0122,0.8118,-0.0388,0.4487,383,
Calmar,delta,5,-0.0007,0.9911,-0.0219,0.7175,275,
Sharpe,delta,5,-0.0153,0.7733,-0.0165,0.7556,357,
