PORT_SL,PORT_TSL,EARLY_KILL_Y,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
-0.07,0.04,0.001,1.5547,284.11,-67.997,4.178,3.0938,False
-0.07,0.04,0.0015,1.5547,284.11,-67.997,4.178,3.0938,False
-0.07,0.04,0.003,1.5547,284.11,-67.997,4.178,3.0938,False
-0.07,0.045,0.001,1.7822,467.27,-68.954,6.777,3.1269,False
-0.07,0.045,0.0015,1.7822,467.27,-68.954,6.777,3.1269,False
-0.07,0.045,0.003,1.7822,467.27,-68.954,6.777,3.1269,False
-0.07,0.05,0.001,2.5269,1718.28,-69.71,24.649,1.3026,False
-0.07,0.05,0.0015,2.5269,1718.28,-69.71,24.649,1.3026,False
-0.07,0.05,0.003,2.5269,1718.28,-69.71,24.649,1.3026,False
-0.07,0.055,0.001,2.844,2854.85,-47.202,60.482,0.8338,False
-0.07,0.055,0.0015,2.844,2854.85,-47.202,60.482,0.8338,False
-0.07,0.055,0.003,2.844,2854.85,-47.202,60.482,0.8338,False
-0.07,0.06,0.001,2.9242,3131.3,-53.324,58.723,0.6569,False
-0.07,0.06,0.0015,2.9242,3131.3,-53.324,58.723,0.6569,False
-0.07,0.06,0.003,2.9242,3131.3,-53.324,58.723,0.6569,False
-0.07,0.065,0.001,2.9718,3394.36,-57.276,59.263,0.6152,False
-0.07,0.065,0.0015,2.9718,3394.36,-57.276,59.263,0.6152,False
-0.07,0.065,0.003,2.9718,3394.36,-57.276,59.263,0.6152,False
-0.07,0.075,0.001,3.3644,5353.58,-40.688,131.577,0.5843,False
-0.07,0.075,0.0015,3.3644,5353.58,-40.688,131.577,0.5843,False
-0.07,0.075,0.003,3.3644,5353.58,-40.688,131.577,0.5843,False
-0.07,0.08,0.001,3.3512,5225.23,-40.688,128.422,0.5878,False
-0.07,0.08,0.0015,3.3512,5225.23,-40.688,128.422,0.5878,False
-0.07,0.08,0.003,3.3512,5225.23,-40.688,128.422,0.5878,False
-0.07,0.085,0.001,3.3182,5048.94,-40.688,124.089,0.5902,False
-0.07,0.085,0.0015,3.3182,5048.94,-40.688,124.089,0.5902,False
-0.07,0.085,0.003,3.3182,5048.94,-40.688,124.089,0.5902,False
-0.07,0.09,0.001,3.3138,5012.66,-40.688,123.198,0.5888,False
-0.07,0.09,0.0015,3.3138,5012.66,-40.688,123.198,0.5888,False
-0.07,0.09,0.003,3.3138,5012.66,-40.688,123.198,0.5888,False
-0.07,0.095,0.001,3.357,5385.24,-40.688,132.355,0.574,False
-0.07,0.095,0.0015,3.357,5385.24,-40.688,132.355,0.574,False
-0.07,0.095,0.003,3.357,5385.24,-40.688,132.355,0.574,False
-0.07,0.1,0.001,3.3324,5223.43,-40.688,128.378,0.5739,False
-0.07,0.1,0.0015,3.3324,5223.43,-40.688,128.378,0.5739,False
-0.07,0.1,0.003,3.3324,5223.43,-40.688,128.378,0.5739,False
-0.07,0.105,0.001,3.3324,5223.43,-40.688,128.378,0.5739,False
-0.07,0.105,0.0015,3.3324,5223.43,-40.688,128.378,0.5739,False
-0.07,0.105,0.003,3.3324,5223.43,-40.688,128.378,0.5739,False
-0.07,0.11,0.001,3.3279,5196.5,-40.688,127.716,0.5739,False
-0.07,0.11,0.0015,3.3279,5196.5,-40.688,127.716,0.5739,False
-0.07,0.11,0.003,3.3279,5196.5,-40.688,127.716,0.5739,False
-0.07,0.115,0.001,3.3131,5117.21,-40.688,125.767,0.574,False
-0.07,0.115,0.0015,3.3131,5117.21,-40.688,125.767,0.574,False
-0.07,0.115,0.003,3.3131,5117.21,-40.688,125.767,0.574,False
-0.07,0.12,0.001,3.3101,5102.85,-40.688,125.414,0.5741,False
-0.07,0.12,0.0015,3.3101,5102.85,-40.688,125.414,0.5741,False
-0.07,0.12,0.003,3.3101,5102.85,-40.688,125.414,0.5741,False
-0.07,0.125,0.001,3.3101,5102.85,-40.688,125.414,0.5741,False
-0.07,0.125,0.0015,3.3101,5102.85,-40.688,125.414,0.5741,False
-0.07,0.125,0.003,3.3101,5102.85,-40.688,125.414,0.5741,False
-0.07,0.13,0.001,3.3101,5102.85,-40.688,125.414,0.5741,False
-0.07,0.13,0.0015,3.3101,5102.85,-40.688,125.414,0.5741,False
-0.07,0.13,0.003,3.3101,5102.85,-40.688,125.414,0.5741,False
-0.08,0.04,0.001,1.5547,284.11,-67.997,4.178,3.0938,False
