Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,0.0272,0.5981,0.1036,0.0442,378,yes
AvgDailyRet%,level,1,0.0724,0.16,0.1023,0.0469,378,yes
Sortino,level,1,0.0605,0.2407,0.1013,0.0491,378,yes
Sharpe,level,1,0.0858,0.0957,0.0972,0.0591,378,
Calmar,level,1,0.019,0.7129,0.0731,0.1563,378,
Calmar,delta,1,0.0788,0.1266,-0.0553,0.2839,377,
Sharpe,delta,1,0.0884,0.0865,0.0484,0.3483,377,
AvgDailyRet%,delta,1,0.0773,0.1342,0.0422,0.4142,377,
Sortino,delta,1,0.0174,0.7367,0.024,0.6417,377,
CAGR%,delta,1,0.0836,0.1052,-0.0199,0.6996,377,
CAGR%,level,3,-0.0382,0.4602,0.1043,0.0432,376,yes
AvgDailyRet%,level,3,0.0887,0.0858,0.104,0.0438,376,yes
Sharpe,level,3,0.1058,0.0403,0.0955,0.0643,376,
Sortino,level,3,0.089,0.0848,0.0942,0.0682,376,
Calmar,level,3,-0.0445,0.3891,0.0795,0.1237,376,
Sharpe,delta,3,0.0724,0.162,0.0745,0.1499,375,
Sortino,delta,3,0.0268,0.6055,0.0719,0.1649,375,
AvgDailyRet%,delta,3,0.0787,0.1284,0.0691,0.1817,375,
Calmar,delta,3,0.0201,0.6975,-0.0254,0.6237,375,
CAGR%,delta,3,0.0345,0.5057,0.0033,0.9498,375,
AvgDailyRet%,level,5,0.1029,0.0467,0.1261,0.0147,374,yes
CAGR%,level,5,-0.0463,0.3715,0.1255,0.0152,374,yes
Sharpe,level,5,0.1266,0.0143,0.1159,0.025,374,yes
Sortino,level,5,0.1064,0.0397,0.1101,0.0332,374,yes
Calmar,level,5,-0.047,0.3649,0.0919,0.076,374,
Sortino,delta,5,0.0591,0.255,0.075,0.1484,373,
Sharpe,delta,5,0.0866,0.095,0.0745,0.1509,373,
AvgDailyRet%,delta,5,0.0826,0.1114,0.0665,0.2001,373,
Calmar,delta,5,0.0184,0.7235,-0.0309,0.5514,373,
CAGR%,delta,5,0.0209,0.6875,0.005,0.9228,373,
