Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
AvgDailyRet%,level,1,0.0204,0.6927,0.0605,0.2409,378,
CAGR%,level,1,-0.022,0.6701,0.0576,0.2635,378,
Sortino,delta,1,-0.0182,0.725,-0.0557,0.2804,377,
Calmar,level,1,-0.0286,0.6047,0.0404,0.4654,329,
AvgDailyRet%,delta,1,-0.0239,0.6438,-0.0282,0.5852,377,
Sharpe,level,1,0.0058,0.911,0.0269,0.6045,374,
Sharpe,delta,1,0.0004,0.9939,-0.0236,0.6489,373,
CAGR%,delta,1,-0.0159,0.7585,-0.0132,0.7977,377,
Sortino,level,1,0.0172,0.7393,-0.0038,0.9414,378,
Calmar,delta,1,-0.0209,0.7063,-0.0025,0.9641,328,
CAGR%,delta,3,-0.0188,0.7171,0.0916,0.0763,375,
Sharpe,delta,3,0.0258,0.6205,0.084,0.1062,371,
AvgDailyRet%,level,3,0.0357,0.4896,0.0836,0.1055,376,
CAGR%,level,3,-0.0413,0.4241,0.0775,0.1336,376,
AvgDailyRet%,delta,3,0.0251,0.6274,0.0719,0.1648,375,
Calmar,level,3,-0.0508,0.3595,0.0556,0.3158,327,
Calmar,delta,3,-0.0177,0.75,0.055,0.3224,326,
Sortino,delta,3,0.0517,0.3183,0.042,0.4175,375,
Sharpe,level,3,-0.0034,0.9473,0.0235,0.6518,372,
Sortino,level,3,0.0271,0.6001,-0.0157,0.7611,376,
AvgDailyRet%,level,5,0.0402,0.4379,0.107,0.0387,374,yes
CAGR%,level,5,-0.0456,0.3794,0.1025,0.0477,374,yes
Calmar,level,5,-0.0565,0.3095,0.0899,0.1056,325,
Sharpe,delta,5,0.0503,0.3349,0.0723,0.1658,369,
AvgDailyRet%,delta,5,0.0894,0.0846,0.0705,0.1742,373,
CAGR%,delta,5,-0.0086,0.8686,0.0666,0.1996,373,
Calmar,delta,5,-0.0148,0.7906,0.0656,0.2393,324,
Sharpe,level,5,-0.0045,0.9306,0.0424,0.416,370,
Sortino,delta,5,0.0469,0.3665,0.0324,0.5332,373,
Sortino,level,5,0.0012,0.9819,-0.0198,0.7031,374,
