Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,-0.038,0.5529,0.0769,0.2294,246,
Sharpe,delta,1,0.031,0.5722,-0.0708,0.1966,334,
Sortino,level,1,0.0866,0.0883,0.0648,0.2025,388,
AvgDailyRet%,level,1,0.0432,0.3958,0.0566,0.266,388,
Calmar,level,1,-0.0409,0.5225,0.0544,0.3943,247,
CAGR%,level,1,-0.0363,0.4757,0.0493,0.3326,388,
Sharpe,level,1,0.0504,0.3577,0.0437,0.4257,335,
Sortino,delta,1,-0.0118,0.8175,0.0252,0.6216,387,
CAGR%,delta,1,-0.0341,0.5031,-0.0176,0.7305,387,
AvgDailyRet%,delta,1,0.0128,0.8018,-0.0134,0.7922,387,
Sortino,delta,3,0.0191,0.7089,0.0909,0.0749,385,
Calmar,delta,3,-0.0219,0.7334,0.0767,0.2328,244,
AvgDailyRet%,delta,3,0.0289,0.5714,0.0681,0.1825,385,
AvgDailyRet%,level,3,0.0616,0.2269,0.0655,0.1994,386,
CAGR%,delta,3,-0.0199,0.6972,0.0634,0.2147,385,
CAGR%,level,3,-0.0507,0.3208,0.0596,0.2428,386,
Sortino,level,3,0.1284,0.0116,0.0576,0.2592,386,
Sharpe,delta,3,0.0553,0.3155,0.0484,0.3791,332,
Sharpe,level,3,0.0398,0.4687,0.0207,0.7071,333,
Calmar,level,3,-0.055,0.3916,-0.0117,0.855,245,
Sortino,delta,5,0.0751,0.1423,0.1078,0.0349,383,yes
AvgDailyRet%,level,5,0.0745,0.1451,0.0827,0.1056,384,
CAGR%,level,5,-0.0589,0.2495,0.0784,0.1249,384,
Sortino,level,5,0.1499,0.0032,0.0747,0.1439,384,
CAGR%,delta,5,-0.0188,0.7133,0.062,0.2259,383,
AvgDailyRet%,delta,5,0.044,0.3905,0.0614,0.2304,383,
Calmar,delta,5,-0.0209,0.7461,0.0527,0.4131,243,
Sharpe,delta,5,0.0356,0.5198,0.0516,0.3498,330,
Sharpe,level,5,0.0385,0.4856,0.0236,0.6689,331,
Calmar,level,5,-0.0639,0.3203,0.0194,0.7631,244,
