Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,0.1071,0.0376,0.0801,0.1205,377,
AvgDailyRet%,delta,1,0.0727,0.159,0.075,0.146,377,
CAGR%,delta,1,0.0049,0.9238,0.0652,0.2067,377,
Sortino,delta,1,0.0827,0.1087,0.0567,0.2719,377,
Calmar,delta,1,-0.0498,0.3493,0.051,0.3371,356,
Sortino,level,1,-0.0412,0.4239,-0.0368,0.4759,378,
CAGR%,level,1,-0.0755,0.1427,-0.0366,0.4778,378,
AvgDailyRet%,level,1,-0.0353,0.4943,-0.0359,0.486,378,
Sharpe,level,1,-0.0167,0.7455,-0.0285,0.5809,378,
Calmar,level,1,-0.0506,0.3407,-0.023,0.6649,357,
Calmar,delta,3,-0.0624,0.2417,0.0711,0.1823,354,
Sortino,level,3,-0.0969,0.0604,-0.0627,0.2249,376,
Sortino,delta,3,0.0044,0.9324,0.0603,0.244,375,
CAGR%,level,3,-0.1154,0.0253,-0.0582,0.2599,376,
AvgDailyRet%,level,3,-0.0912,0.0775,-0.0547,0.2903,376,
Calmar,level,3,-0.1,0.0598,-0.0508,0.3403,355,
CAGR%,delta,3,-0.0595,0.2504,0.0506,0.328,375,
Sharpe,level,3,-0.0776,0.1329,-0.0485,0.3484,376,
AvgDailyRet%,delta,3,0.0336,0.5171,0.0462,0.3727,375,
Sharpe,delta,3,0.0796,0.1239,0.044,0.395,375,
Sortino,level,5,-0.1125,0.0297,-0.0826,0.1106,374,
Calmar,level,5,-0.1226,0.0213,-0.0712,0.1822,353,
Calmar,delta,5,-0.0338,0.5275,0.0606,0.2566,352,
CAGR%,level,5,-0.0916,0.0767,-0.06,0.2472,374,
AvgDailyRet%,level,5,-0.1163,0.0245,-0.0554,0.2853,374,
Sharpe,delta,5,0.0727,0.1612,0.0542,0.2965,373,
Sharpe,level,5,-0.1182,0.0223,-0.0499,0.3357,374,
CAGR%,delta,5,-0.0316,0.5433,0.0375,0.47,373,
AvgDailyRet%,delta,5,0.0325,0.5319,0.0375,0.4708,373,
Sortino,delta,5,0.001,0.9848,0.0255,0.6239,373,
