Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0649,0.2145,-0.1339,0.0101,368,yes
Calmar,level,1,-0.0745,0.1537,-0.1331,0.0106,368,yes
AvgDailyRet%,level,1,-0.1116,0.0323,-0.1318,0.0114,368,yes
Sharpe,level,1,-0.1232,0.0181,-0.1164,0.0256,368,yes
Sortino,level,1,0.01,0.8484,-0.0636,0.2238,368,
Calmar,delta,1,-0.0227,0.6651,0.0203,0.698,367,
AvgDailyRet%,delta,1,0.0657,0.2094,0.0194,0.7111,367,
Sharpe,delta,1,0.096,0.0662,0.0127,0.8081,367,
CAGR%,delta,1,0.0005,0.992,0.0095,0.8564,367,
Sortino,delta,1,0.006,0.9085,0.0068,0.8965,367,
Calmar,level,3,-0.0936,0.0738,-0.1885,0.0003,366,yes
AvgDailyRet%,level,3,-0.2182,0.0,-0.1876,0.0003,366,yes
CAGR%,level,3,-0.0895,0.0872,-0.1872,0.0003,366,yes
Sharpe,level,3,-0.2587,0.0,-0.1633,0.0017,366,yes
Sortino,level,3,-0.0241,0.6457,-0.091,0.0823,366,
CAGR%,delta,3,-0.0319,0.5432,-0.0118,0.8224,365,
Calmar,delta,3,-0.0459,0.3818,-0.0103,0.8442,365,
AvgDailyRet%,delta,3,0.028,0.5934,-0.0075,0.887,365,
Sharpe,delta,3,0.0456,0.3853,-0.0066,0.9005,365,
Sortino,delta,3,0.0438,0.4037,0.0062,0.9061,365,
AvgDailyRet%,level,5,-0.2856,0.0,-0.2275,0.0,364,yes
CAGR%,level,5,-0.1001,0.0563,-0.2253,0.0,364,yes
Calmar,level,5,-0.101,0.0542,-0.2187,0.0,364,yes
Sharpe,level,5,-0.3393,0.0,-0.1894,0.0003,364,yes
Sortino,level,5,-0.0864,0.0997,-0.1388,0.008,364,yes
Calmar,delta,5,-0.0449,0.3942,-0.0199,0.7058,363,
Sortino,delta,5,0.0811,0.1229,-0.0127,0.809,363,
Sharpe,delta,5,-0.0033,0.9501,-0.01,0.8492,363,
CAGR%,delta,5,-0.0179,0.7345,-0.0087,0.8683,363,
AvgDailyRet%,delta,5,0.0113,0.8295,-0.0023,0.9646,363,
