Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,delta,1,0.1279,0.0118,0.1039,0.041,387,yes
CAGR%,delta,1,0.0405,0.4271,0.0792,0.12,387,
AvgDailyRet%,delta,1,0.0782,0.1246,0.0709,0.1642,387,
Sharpe,delta,1,0.0841,0.1106,0.0698,0.1857,361,
CAGR%,level,1,-0.0541,0.2881,-0.053,0.2982,388,
AvgDailyRet%,level,1,-0.0621,0.2225,-0.0484,0.3419,388,
Calmar,delta,1,-0.0392,0.524,0.0476,0.4387,267,
Calmar,level,1,-0.0227,0.7117,-0.0472,0.4416,268,
Sharpe,level,1,-0.0468,0.3741,-0.0441,0.403,362,
Sortino,level,1,-0.0513,0.3131,0.005,0.9215,388,
Sharpe,level,3,-0.1503,0.0043,-0.127,0.0159,360,yes
CAGR%,level,3,-0.1234,0.0153,-0.121,0.0174,386,yes
AvgDailyRet%,level,3,-0.1448,0.0044,-0.1127,0.0268,386,yes
Calmar,level,3,0.0307,0.6174,-0.0988,0.1065,268,
Sortino,level,3,-0.1381,0.0066,-0.0775,0.1283,386,
Sortino,delta,3,-0.0356,0.4866,0.0555,0.2778,385,
Sharpe,delta,3,0.0334,0.5279,0.0376,0.478,359,
Calmar,delta,3,-0.0491,0.4244,-0.0227,0.7118,267,
AvgDailyRet%,delta,3,-0.013,0.7992,0.0219,0.6689,385,
CAGR%,delta,3,-0.0544,0.2873,0.0186,0.7165,385,
Sharpe,level,5,-0.1853,0.0004,-0.1566,0.003,358,yes
CAGR%,level,5,-0.0724,0.1566,-0.1367,0.0073,384,yes
AvgDailyRet%,level,5,-0.1499,0.0032,-0.129,0.0114,384,yes
Sortino,level,5,-0.139,0.0064,-0.1099,0.0314,384,yes
Calmar,level,5,0.0021,0.9724,-0.0944,0.1233,268,
CAGR%,delta,5,-0.0577,0.2597,-0.0628,0.2203,383,
Sortino,delta,5,-0.039,0.4464,-0.062,0.2261,383,
AvgDailyRet%,delta,5,-0.0324,0.5279,-0.0473,0.3556,383,
Sharpe,delta,5,-0.0244,0.6456,-0.0198,0.7099,357,
Calmar,delta,5,0.0329,0.5921,-0.0084,0.8916,267,
