PORT_SL,PORT_TSL,EARLY_KILL_Y,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
-0.07,0.04,0.001,0.1664,-36.26,-73.68,-0.492,7.8682,False
-0.07,0.04,0.0015,0.1664,-36.26,-73.68,-0.492,7.8682,False
-0.07,0.04,0.003,0.1664,-36.26,-73.68,-0.492,7.8682,False
-0.07,0.045,0.001,0.5276,-1.5,-67.594,-0.022,6.8603,False
-0.07,0.045,0.0015,0.5276,-1.5,-67.594,-0.022,6.8603,False
-0.07,0.045,0.003,0.5276,-1.5,-67.594,-0.022,6.8603,False
-0.07,0.05,0.001,0.4497,-12.08,-69.338,-0.174,5.9312,False
-0.07,0.05,0.0015,0.4497,-12.08,-69.338,-0.174,5.9312,False
-0.07,0.05,0.003,0.4497,-12.08,-69.338,-0.174,5.9312,False
-0.07,0.055,0.001,0.3909,-18.97,-69.354,-0.273,7.4566,False
-0.07,0.055,0.0015,0.3909,-18.97,-69.354,-0.273,7.4566,False
-0.07,0.055,0.003,0.3909,-18.97,-69.354,-0.273,7.4566,False
-0.07,0.06,0.001,0.1967,-38.56,-72.635,-0.531,8.9891,False
-0.07,0.06,0.0015,0.1967,-38.56,-72.635,-0.531,8.9891,False
-0.07,0.06,0.003,0.1967,-38.56,-72.635,-0.531,8.9891,False
-0.07,0.065,0.001,0.342,-21.17,-68.29,-0.31,6.7393,False
-0.07,0.065,0.0015,0.342,-21.17,-68.29,-0.31,6.7393,False
-0.07,0.065,0.003,0.342,-21.17,-68.29,-0.31,6.7393,False
-0.07,0.075,0.001,0.4892,-6.0,-69.004,-0.087,4.5356,False
-0.07,0.075,0.0015,0.4892,-6.0,-69.004,-0.087,4.5356,False
-0.07,0.075,0.003,0.4892,-6.0,-69.004,-0.087,4.5356,False
-0.07,0.08,0.001,0.5098,-3.14,-69.004,-0.045,4.4854,False
-0.07,0.08,0.0015,0.5098,-3.14,-69.004,-0.045,4.4854,False
-0.07,0.08,0.003,0.5098,-3.14,-69.004,-0.045,4.4854,False
-0.07,0.085,0.001,0.4981,-4.54,-69.495,-0.065,4.4854,False
-0.07,0.085,0.0015,0.4981,-4.54,-69.495,-0.065,4.4854,False
-0.07,0.085,0.003,0.4981,-4.54,-69.495,-0.065,4.4854,False
-0.07,0.09,0.001,0.4795,-6.77,-70.269,-0.096,4.4854,False
